level_0,index,city,year,latitude,longitude,log_pop,num_people,diversity,capital,university,commune,bishop,fup,notability_index,city_id,year_id
0,0,Aachen,1300,50.767,6.1,3.044522437723423,10,1.5171515848932915,0,0,1,0,7.651,151.802221,0,1
1,1,Aachen,1400,50.767,6.1,2.302585092994046,8,1.6674619334292948,0,0,1,0,6.3747,125.805782,0,2
2,2,Aachen,1500,50.767,6.1,2.8903717578961645,16,2.7516666169315167,0,0,1,0,8.3408,301.173993,0,3
3,3,Aachen,1600,50.767,6.1,3.1354942159291497,22,3.1780538303479453,0,0,1,0,12.245,383.297018,0,4
4,4,Aachen,1700,50.767,6.1,2.70805020110221,61,4.093467946222778,0,0,1,0,15.863,1040.745433,0,5
5,5,Aachen,1800,50.767,6.1,3.1780538303479458,322,5.631843301274556,0,0,1,0,24.889,5790.125255,0,6
6,8,Aalst (Alost),1500,50.933,4.033,1.6094379124341003,10,2.484906649788001,0,0,1,0,12.07,198.6515,1,3
7,9,Aalst (Alost),1600,50.933,4.033,1.9459101490553132,7,2.19722457733622,0,0,1,0,16.156,133.73440399999998,1,4
8,10,Aalst (Alost),1700,50.933,4.033,2.0794415416798357,8,2.3978952727983707,0,0,1,0,23.332,157.657084,1,5
9,11,Aalst (Alost),1800,50.933,4.033,2.3978952727983707,43,4.003618236994621,0,0,1,0,31.706,831.129433,1,6
10,17,Abbeville,1700,50.1,1.833,2.70805020110221,58,3.6750516232341153,0,0,1,0,18.269,1039.640921,2,5
11,18,Abbeville,1800,50.1,1.833,2.8903717578961645,63,3.922336426083114,0,0,1,0,28.497,1101.679956,2,6
12,22,Aberdeen,1600,57.15,-2.124,1.791759469228055,17,3.044522437723422,0,1,0,1,5.4364,386.217103,3,4
13,23,Aberdeen,1700,57.15,-2.124,2.4849066497880004,55,4.257412030667169,0,1,0,1,7.1797,1171.448448,3,5
14,24,Aberdeen,1800,57.15,-2.124,3.295836866004329,177,5.309595519981484,0,1,0,1,14.317,3463.608204,3,6
15,27,Acireale,1600,37.617,15.167,2.0794415416798357,4,1.3862943611198906,0,0,0,1,11.295,67.82988399999999,4,4
16,28,Acireale,1700,37.617,15.167,2.4849066497880004,7,2.079441541679836,0,0,0,1,11.819,124.498729,4,5
17,29,Acireale,1800,37.617,15.167,2.70805020110221,19,3.044522437723422,0,0,0,1,22.078,321.78011300000003,4,6
18,34,Afragola,1800,40.917,14.3,2.4849066497880004,14,2.833213344056216,0,0,0,0,60.263,251.33428,5,6
19,38,Agen,1700,44.2,0.633,2.302585092994046,72,3.393458001746014,0,0,1,1,11.373,1222.00096,6,5
20,39,Agen,1800,44.2,0.633,2.302585092994046,100,3.894225168440373,0,0,1,1,19.743,1762.670719,6,6
21,40,Agrigento,1600,37.317,13.567,2.3978952727983707,1,-0.0,0,0,0,1,10.289,18.934101,7,4
22,41,Agrigento,1700,37.317,13.567,2.3978952727983707,5,1.5607104090414063,0,0,0,1,10.918,92.642709,7,5
23,42,Agrigento,1800,37.317,13.567,2.6390573296152584,20,2.9713765399690217,0,0,0,1,20.26,356.129256,7,6
24,43,Aix,1200,43.533,5.433,2.70805020110221,4,2.458311329683084,0,0,0,0,5.4741,99.551247,8,0
25,44,Aix,1300,43.533,5.433,1.791759469228055,5,1.7917594692280547,0,0,0,0,7.7565,89.279873,8,1
26,45,Aix,1500,43.533,5.433,2.5649493574615367,10,2.639057329615258,0,0,1,0,8.2346,186.31662,8,3
27,46,Aix,1600,43.533,5.433,2.8903717578961645,44,3.884297118205748,0,0,1,0,11.796,803.432221,8,4
28,47,Aix,1700,43.533,5.433,3.295836866004329,142,4.971360716054411,0,0,1,0,15.767,2580.789216,8,5
29,48,Aix,1800,43.533,5.433,3.044522437723423,137,4.957391612822182,0,0,1,0,23.845,2593.958588,8,6
30,50,Albi,1500,43.933,2.15,2.0794415416798357,4,1.039720770839918,0,0,0,0,6.369,73.148627,9,3
31,51,Albi,1600,43.933,2.15,1.9459101490553132,8,2.484906649788001,0,0,0,0,9.7532,158.929809,9,4
32,52,Albi,1700,43.933,2.15,2.302585092994046,47,2.9602389423306867,0,0,0,0,11.959,792.10336,9,5
33,53,Albi,1800,43.933,2.15,2.302585092994046,75,3.8147113794821856,0,0,0,0,20.276,1315.080452,9,6
34,55,Alcala-de-Henares,1500,40.483,-3.367,2.0794415416798357,14,3.271689322323033,0,1,1,0,6.166,315.775808,10,3
35,56,Alcala-de-Henares,1600,40.483,-3.367,2.5649493574615367,14,3.028029073307412,0,1,1,0,11.141,265.878955,10,4
36,58,Alcala-de-Henares,1800,40.483,-3.367,1.6094379124341003,9,2.302585092994045,0,1,1,0,19.865,159.73827599999998,10,6
37,62,Alcala-la-Real,1600,37.467,-3.933,2.302585092994046,1,-0.0,0,0,0,0,12.01,13.204577,11,4
38,63,Alcala-la-Real,1700,37.467,-3.933,1.6094379124341003,2,0.6931471805599453,0,0,0,0,11.168,38.857256,11,5
39,64,Alcala-la-Real,1800,37.467,-3.933,2.1972245773362196,3,1.6094379124341005,0,0,0,0,19.084,58.575349,11,6
40,65,Alcamo,1500,37.98,12.97,1.791759469228055,2,1.3862943611198906,0,0,0,0,6.9828,36.622137,12,3
41,66,Alcamo,1600,37.98,12.97,2.0794415416798357,2,1.0986122886681096,0,0,0,0,11.673,26.739894,12,4
42,67,Alcamo,1700,37.98,12.97,2.0794415416798357,1,-0.0,0,0,0,0,12.561,16.771486,12,5
43,68,Alcamo,1800,37.98,12.97,2.5649493574615367,6,1.7917594692280547,0,0,0,0,24.201,104.968342,12,6
44,71,Alcazar de San Juan,1500,39.4,-3.2,2.995732273553991,8,2.639057329615258,0,0,1,0,5.9226,157.248375,13,3
45,72,Alcazar de San Juan,1600,39.4,-3.2,2.302585092994046,6,2.079441541679836,0,0,1,0,9.907,117.010385,13,4
46,73,Alcazar de San Juan,1700,39.4,-3.2,1.9459101490553132,3,1.6094379124341005,0,0,1,0,9.6466,60.263425,13,5
47,74,Alcazar de San Juan,1800,39.4,-3.2,2.302585092994046,11,2.564949357461537,0,0,1,0,16.148,202.323376,13,6
48,78,Alcoy,1600,38.7,-0.467,1.6094379124341003,2,1.3862943611198906,0,0,0,0,9.1503,40.249158,14,4
49,80,Alcoy,1800,38.7,-0.467,2.772588722239781,31,3.601104729170599,0,0,0,0,17.399,549.256724,14,6
50,85,Alencon,1700,48.433,0.083,2.302585092994046,77,3.823104105418591,0,0,0,0,14.56,1339.597561,15,5
51,86,Alencon,1800,48.433,0.083,2.5649493574615367,114,4.324244318904106,0,0,0,0,23.842,2073.766097,15,6
52,87,Alessandria,1200,44.9,8.617,2.995732273553991,3,1.0986122886681096,0,0,1,0,6.4404,49.383211,16,0
53,88,Alessandria,1300,44.9,8.617,2.302585092994046,2,0.6931471805599453,0,0,1,0,10.795,28.773682,16,1
54,90,Alessandria,1500,44.9,8.617,2.0794415416798357,13,2.718473401330013,0,0,0,0,9.9054,251.730321,16,3
55,91,Alessandria,1600,44.9,8.617,2.6390573296152584,8,2.079441541679836,0,0,0,0,14.592,142.166211,16,4
56,92,Alessandria,1700,44.9,8.617,2.4849066497880004,15,2.685945324669788,0,0,0,0,16.04,289.776661,16,5
57,93,Alessandria,1800,44.9,8.617,3.4011973816621555,142,4.905199401942833,0,0,0,0,26.079,2565.453936,16,6
58,95,Alicante (Lakant),1700,38.35,-0.483,2.4849066497880004,6,2.079441541679836,0,0,1,0,8.974,131.641437,17,5
59,96,Alicante (Lakant),1800,38.35,-0.483,2.5649493574615367,26,3.367295829986473,0,0,1,0,17.034,482.557473,17,6
60,98,Alkmaar,1500,52.633,4.75,1.6094379124341003,11,2.639057329615258,0,0,1,0,8.3376,249.269743,18,3
61,99,Alkmaar,1600,52.633,4.75,2.4849066497880004,23,3.087195049150684,0,0,1,0,14.846,481.680918,18,4
62,100,Alkmaar,1700,52.633,4.75,2.4849066497880004,5,1.6094379124341005,0,0,1,0,22.449,96.113309,18,5
63,102,Almeria (Al-Mariyya),1300,36.833,-2.45,2.8903717578961645,1,0.6931471805599453,0,0,0,0,5.7681,19.658173,19,1
64,103,Almeria (Al-Mariyya),1500,36.833,-2.45,3.4011973816621555,1,-0.0,0,0,0,0,5.6002,17.098299,19,3
65,104,Almeria (Al-Mariyya),1600,36.833,-2.45,1.9459101490553132,1,-0.0,0,0,0,0,8.3941,14.995639,19,4
66,105,Almeria (Al-Mariyya),1800,36.833,-2.45,1.9459101490553132,22,3.282693997278064,0,0,0,0,14.599,421.489716,19,6
67,106,Altamura,1700,40.817,16.55,2.70805020110221,5,1.7917594692280547,0,0,0,1,10.824,93.298438,20,5
68,107,Altamura,1800,40.817,16.55,2.8903717578961645,9,2.163955656882057,0,0,0,1,20.786,175.154921,20,6
69,111,Altona,1600,53.55,9.933,1.791759469228055,37,3.7758559484121,0,0,1,0,13.827,684.331181,21,4
70,112,Altona,1700,53.55,9.933,2.4849066497880004,78,4.476583326142957,0,0,1,0,19.21,1389.754121,21,5
71,113,Altona,1800,53.55,9.933,3.1354942159291497,298,5.639541427232686,0,0,1,0,33.722,5368.662801,21,6
72,115,Amalfi,1300,40.633,14.6,2.5649493574615367,1,-0.0,0,0,0,0,7.5517,18.319574,22,1
73,120,Amiens,1200,49.9,2.3,2.4849066497880004,2,1.6094379124341005,0,0,1,1,6.0209,38.472046,23,0
74,121,Amiens,1300,49.9,2.3,3.044522437723423,2,0.6931471805599453,0,0,1,1,9.996,32.433620000000005,23,1
75,122,Amiens,1400,49.9,2.3,2.302585092994046,6,2.302585092994045,0,0,1,1,7.5591,146.145895,23,2
76,123,Amiens,1500,49.9,2.3,2.995732273553991,8,2.079441541679836,0,0,0,1,9.5386,169.169277,23,3
77,124,Amiens,1600,49.9,2.3,3.2188758248682006,24,3.610917912644225,0,0,0,1,13.771,495.043032,23,4
78,125,Amiens,1700,49.9,2.3,3.5553480614894135,80,3.900939973638719,0,0,0,1,19.321,1420.377896,23,5
79,126,Amiens,1800,49.9,2.3,3.6888794541139363,161,4.217557961335318,0,0,0,1,29.098,2832.660909,23,6
80,128,Amsterdam,1500,52.35,4.917,2.70805020110221,42,3.985229568430967,0,0,1,0,8.755,849.513943,24,3
81,129,Amsterdam,1600,52.35,4.917,3.9889840465642745,338,5.762232043113896,1,0,1,0,14.873,6944.468969,24,4
82,130,Amsterdam,1700,52.35,4.917,5.298317366548036,188,5.224227646405726,1,1,1,0,18.805,3654.335986,24,5
83,131,Amsterdam,1800,52.35,4.917,5.37989735354046,294,5.823996134253802,1,1,1,0,25.56,5934.353921,24,6
84,136,Ancona,1600,43.633,13.5,2.302585092994046,17,3.044522437723422,0,0,0,1,11.309,314.13184,25,4
85,137,Ancona,1700,43.633,13.5,2.1972245773362196,22,3.2580965380214826,0,0,0,1,12.445,456.013601,25,5
86,138,Ancona,1800,43.633,13.5,2.833213344056216,79,4.436140470334416,0,0,0,1,20.771,1435.682479,25,6
87,142,Andria,1500,41.217,16.283,1.6094379124341003,3,1.0986122886681096,0,0,0,1,6.0729,68.126656,26,3
88,143,Andria,1600,41.217,16.283,2.6390573296152584,3,2.079441541679836,0,0,0,1,12.445,74.3906,26,4
89,144,Andria,1700,41.217,16.283,1.9459101490553132,5,1.945910149055313,0,0,0,1,11.138,108.011223,26,5
90,145,Andria,1800,41.217,16.283,2.6390573296152584,8,2.302585092994045,0,0,0,1,22.861,149.024988,26,6
91,147,Andujar,1600,38.05,-4.07,2.6390573296152584,2,0.6931471805599453,0,0,0,0,11.805,38.975132,27,4
92,148,Andujar,1700,38.05,-4.07,2.0794415416798357,3,1.3862943611198906,0,0,0,0,10.272,61.546595,27,5
93,149,Andujar,1800,38.05,-4.07,2.302585092994046,1,-0.0,0,0,0,0,17.619,19.0172,27,6
94,150,Angers,1300,47.467,-0.55,3.4965075614664802,1,-0.0,0,1,0,1,5.89,15.669028,28,1
95,151,Angers,1400,47.467,-0.55,3.2188758248682006,7,3.120291565301285,0,1,0,1,4.7338,185.251166,28,2
96,152,Angers,1500,47.467,-0.55,2.5649493574615367,10,2.3693821196946763,0,1,0,1,6.5024,184.624819,28,3
97,153,Angers,1600,47.467,-0.55,3.258096538021482,12,2.833213344056216,0,1,0,1,9.8893,235.661973,28,4
98,154,Angers,1700,47.467,-0.55,3.367295829986474,94,4.028579662747044,0,1,0,1,12.937,1637.437992,28,5
99,155,Angers,1800,47.467,-0.55,3.4657359027997265,148,4.667674765867136,0,1,0,1,21.387,2671.04804,28,6
100,157,Angouleme,1300,45.65,0.15,1.6094379124341003,1,-0.0,0,0,1,0,6.1766,23.992193,29,1
101,161,Angouleme,1800,45.65,0.15,2.70805020110221,102,3.981307688317559,0,0,1,0,20.239,1824.380128,29,6
102,168,Ansbach,1800,49.3,10.583,2.4849066497880004,138,5.005846956677252,0,0,0,0,21.073,2516.001993,30,6
103,169,Antequera,1500,37.017,-4.55,2.302585092994046,4,2.3978952727983707,0,1,1,0,7.394,83.671215,31,3
104,170,Antequera,1600,37.017,-4.55,2.995732273553991,6,1.9061547465398496,0,1,1,0,10.749,108.209642,31,4
105,171,Antequera,1700,37.017,-4.55,3.091042453358316,2,0.6931471805599453,0,1,1,0,10.51,31.956734,31,5
106,172,Antequera,1800,37.017,-4.55,2.70805020110221,11,2.833213344056216,0,1,1,0,18.174,210.742036,31,6
107,173,"Antwerpen (Anvers, Antwerp)",1200,51.217,4.417,2.70805020110221,1,1.3862943611198906,0,0,0,0,5.1042,22.452824,32,0
108,174,"Antwerpen (Anvers, Antwerp)",1300,51.217,4.417,2.833213344056216,1,1.7917594692280547,0,0,1,0,9.0553,28.284204,32,1
109,175,"Antwerpen (Anvers, Antwerp)",1400,51.217,4.417,1.6094379124341003,11,2.772588722239781,0,0,1,0,7.9577,231.121708,32,2
110,176,"Antwerpen (Anvers, Antwerp)",1500,51.217,4.417,3.4011973816621555,189,5.439213721346075,0,0,1,0,10.86,4065.429183,32,3
111,177,"Antwerpen (Anvers, Antwerp)",1600,51.217,4.417,3.8501476017100584,355,5.730918041169252,0,0,1,1,14.758,7327.101659,32,4
112,178,"Antwerpen (Anvers, Antwerp)",1700,51.217,4.417,4.204692619390966,76,4.278600828311504,0,0,1,1,21.241,1467.251026,32,5
113,179,"Antwerpen (Anvers, Antwerp)",1800,51.217,4.417,4.127134385045092,220,5.216108226129839,0,0,1,1,29.95,4215.100511,32,6
114,181,Aquila (L'Aquila),1300,42.35,13.37,3.6888794541139363,3,1.6094379124341005,0,0,1,0,7.1701,56.452889,33,1
115,182,Aquila (L'Aquila),1400,42.35,13.37,3.4011973816621555,15,2.871476118054867,0,0,1,0,5.3107,297.754535,33,2
116,183,Aquila (L'Aquila),1500,42.35,13.37,2.302585092994046,18,3.091042453358315,0,0,1,0,7.4494,329.198042,33,3
117,184,Aquila (L'Aquila),1600,42.35,13.37,2.1972245773362196,14,2.395908119293929,0,0,0,0,11.918,252.715471,33,4
118,185,Aquila (L'Aquila),1700,42.35,13.37,1.9459101490553132,19,2.8389889331547,0,0,0,0,13.123,320.326626,33,5
119,186,Aquila (L'Aquila),1800,42.35,13.37,2.6390573296152584,46,3.941742204536502,0,0,0,0,21.663,814.308347,33,6
120,189,Aracena,1600,37.883,-6.55,2.302585092994046,1,-0.0,0,0,0,0,9.42,21.758318,34,4
121,190,Aracena,1700,37.883,-6.55,1.6094379124341003,4,2.079441541679836,0,0,0,0,8.8781,76.851394,34,5
122,191,Aracena,1800,37.883,-6.55,2.302585092994046,4,1.3862943611198906,0,0,0,0,15.045,70.878249,34,6
123,194,Arad (Aradui Nou),1800,46.183,21.317,2.302585092994046,34,3.8712010109078903,0,0,0,0,14.763,646.9966039999999,35,6
124,200,Araiano Irpino,1800,41.15,15.08,2.302585092994046,25,3.282693997278064,0,0,0,0,23.357,452.415461,36,6
125,201,Arcos de la Frontera (rakush),1400,36.75,-5.8,2.1972245773362196,1,-0.0,0,0,1,0,5.29,22.772316,37,2
126,203,Arcos de la Frontera (rakush),1800,36.75,-5.8,2.4849066497880004,5,1.7917594692280547,0,0,1,0,17.983,85.435791,37,6
127,204,Arezzo,1200,43.417,11.883,2.0794415416798357,18,3.367295829986473,0,0,1,1,6.1676,353.920881,38,0
128,205,Arezzo,1300,43.417,11.883,2.995732273553991,13,2.813355404500616,0,1,1,1,10.764,266.596441,38,1
129,207,Arezzo,1500,43.417,11.883,1.791759469228055,51,3.997243178835615,0,1,1,1,9.3935,1072.904162,38,3
130,208,Arezzo,1600,43.417,11.883,1.9459101490553132,38,3.784189633918262,0,1,0,1,13.589,776.6601479999999,38,4
131,209,Arezzo,1700,43.417,11.883,1.791759469228055,34,3.835236854799611,0,1,0,1,14.813,639.781873,38,5
132,210,Arezzo,1800,43.417,11.883,2.0794415416798357,57,4.1260029681985095,0,1,0,1,22.934,1013.839402,38,6
133,212,Arjona,1600,37.933,-4.05,2.302585092994046,3,1.945910149055313,0,0,1,0,12.463,65.150142,39,4
134,214,Arles,1200,43.667,4.633,2.995732273553991,2,1.7917594692280547,0,0,1,0,4.9968,51.165463,40,0
135,215,Arles,1300,43.667,4.633,2.0794415416798357,1,-0.0,0,0,1,0,7.4107,20.060545,40,1
136,216,Arles,1500,43.667,4.633,2.302585092994046,6,2.079441541679836,0,0,1,0,7.1744,117.809238,40,3
137,217,Arles,1600,43.667,4.633,2.772588722239781,12,2.639057329615258,0,0,1,0,11.015,215.439845,40,4
138,218,Arles,1700,43.667,4.633,3.1354942159291497,24,3.344548858606444,0,0,1,0,13.878,443.771635,40,5
139,219,Arles,1800,43.667,4.633,2.833213344056216,20,2.6491586832740186,0,0,1,0,22.939,338.901476,40,6
140,224,Armagh,1800,53.917,-7.583,1.9459101490553132,140,5.029258236598196,0,0,0,0,13.639,2576.128015,41,6
141,226,Arnhem,1500,51.983,5.917,1.791759469228055,6,1.7917594692280547,0,0,1,0,8.4568,115.314068,42,3
142,227,Arnhem,1600,51.983,5.917,1.9459101490553132,19,3.389268031545795,0,0,1,0,12.786,395.814331,42,4
143,228,Arnhem,1700,51.983,5.917,1.791759469228055,20,3.040727294264433,0,0,1,0,16.783,373.236124,42,5
144,229,Arnhem,1800,51.983,5.917,2.302585092994046,37,3.813438745861229,0,0,1,0,24.699,738.063043,42,6
145,236,Arpino,1800,41.65,13.6,2.302585092994046,91,4.604088203628976,0,0,0,0,22.842,1656.711132,43,6
146,237,Arras (Atrecht),1200,50.283,2.783,2.995732273553991,2,1.945910149055313,0,0,1,1,6.1561,51.004328,44,0
147,238,Arras (Atrecht),1300,50.283,2.783,3.4011973816621555,5,2.302585092994045,0,0,1,1,10.794,123.110324,44,1
148,239,Arras (Atrecht),1400,50.283,2.783,2.302585092994046,5,2.484906649788001,0,0,1,1,8.2854,120.521874,44,2
149,240,Arras (Atrecht),1500,50.283,2.783,2.3978952727983707,14,2.833213344056216,0,0,1,1,10.284,291.980966,44,3
150,241,Arras (Atrecht),1600,50.283,2.783,2.995732273553991,5,1.945910149055313,0,0,1,1,14.158,98.137658,44,4
151,242,Arras (Atrecht),1700,50.283,2.783,2.70805020110221,63,4.09794867476941,0,0,1,1,20.228,1169.668216,44,5
152,243,Arras (Atrecht),1800,50.283,2.783,2.9444389791664403,76,3.2988804140075785,0,0,1,1,29.665,1288.080568,44,6
153,250,Ascoli Piceno,1800,42.85,13.567,2.4849066497880004,76,4.3919867755764965,0,0,0,1,21.145,1391.213222,45,6
154,253,Ashton-upon-Lyne,1800,53.492,-2.083,2.70805020110221,24,3.170148321475507,0,0,0,0,33.633,415.242099,46,6
155,254,Asti,1200,44.9,8.2,2.70805020110221,6,2.3978952727983707,0,0,1,1,5.8531,123.626316,47,0
156,255,Asti,1300,44.9,8.2,2.772588722239781,5,1.945910149055313,0,0,1,1,9.2245,87.025117,47,1
157,257,Asti,1500,44.9,8.2,2.0794415416798357,10,2.484906649788001,0,0,0,1,8.8915,179.118368,47,3
158,258,Asti,1600,44.9,8.2,2.302585092994046,5,1.6094379124341005,0,0,0,1,13.549,92.007769,47,4
159,259,Asti,1700,44.9,8.2,2.302585092994046,35,3.4778907495094358,0,0,0,1,15.31,595.872801,47,5
160,260,Asti,1800,44.9,8.2,3.044522437723423,78,4.412581089122658,0,0,0,1,25.845,1408.296573,47,6
161,261,"Athens (Athen, Atina)",1400,37.983,23.733,3.5553480614894135,1,-0.0,0,0,0,1,3.3422,25.909142,48,2
162,262,"Athens (Athen, Atina)",1500,37.983,23.733,2.302585092994046,2,1.0986122886681096,0,0,0,1,4.3678,45.912291,48,3
163,263,"Athens (Athen, Atina)",1600,37.983,23.733,3.4965075614664802,2,0.6931471805599453,0,0,0,1,7.0133,40.177728,48,4
164,264,"Athens (Athen, Atina)",1700,37.983,23.733,2.5649493574615367,3,1.6094379124341005,0,0,0,1,7.5088,57.261814,48,5
165,265,"Athens (Athen, Atina)",1800,37.983,23.733,2.4849066497880004,61,4.467347605107621,0,0,0,1,11.682,1237.100741,48,6
166,270,Auch,1800,43.65,0.583,2.302585092994046,52,2.917975994849201,0,0,1,0,18.986,884.766113,49,6
167,271,Augsburg,1200,48.367,10.883,2.4849066497880004,4,1.3862943611198906,0,0,1,1,4.5133,69.929539,50,0
168,272,Augsburg,1300,48.367,10.883,3.2188758248682006,1,-0.0,0,0,1,1,7.1313,21.559677,50,1
169,273,Augsburg,1400,48.367,10.883,2.4849066497880004,34,3.7985045625517055,0,0,1,1,5.8722,726.144926,50,2
170,274,Augsburg,1500,48.367,10.883,3.4011973816621555,94,4.745945753780807,0,0,1,1,7.6714,1847.349495,50,3
171,275,Augsburg,1600,48.367,10.883,3.8066624897703196,99,4.723469457918859,0,0,1,1,11.071,1907.771401,50,4
172,276,Augsburg,1700,48.367,10.883,3.044522437723423,126,4.872458229313587,0,0,1,1,12.596,2272.8493893,50,5
173,277,Augsburg,1800,48.367,10.883,3.4011973816621555,187,5.256947171824243,0,0,1,1,20.691,3397.821237,50,6
174,282,Augusta,1700,37.217,15.217,1.791759469228055,1,-0.0,0,0,0,0,11.673,25.240385,51,5
175,283,Augusta,1800,37.217,15.217,2.70805020110221,7,2.19722457733622,0,0,0,0,19.89,118.196726,51,6
176,289,Auxerre,1800,47.8,3.567,2.4849066497880004,189,4.770027222858873,0,0,1,0,24.391,3411.813439,52,6
177,294,Avellino,1700,40.82,14.78,2.0794415416798357,12,2.564949357461537,0,0,0,0,14.829,209.214168,53,5
178,295,Avellino,1800,40.82,14.78,2.3978952727983707,23,3.1780538303479453,0,0,0,0,28.496,388.522069,53,6
179,297,Aversa,1300,40.967,14.2,2.70805020110221,4,1.7917594692280547,0,0,0,1,9.8228,80.46745200000001,54,1
180,298,Aversa,1400,40.967,14.2,2.302585092994046,2,1.3862943611198906,0,0,0,1,7.2224,43.316898,54,2
181,300,Aversa,1600,40.967,14.2,2.0794415416798357,10,2.3978952727983707,0,0,0,1,26.574,180.917385,54,4
182,302,Aversa,1800,40.967,14.2,2.6390573296152584,29,3.5924696276106767,0,0,0,1,47.546,552.185598,54,6
183,303,Avignon,1300,43.95,4.817,1.791759469228055,8,2.70805020110221,0,1,0,1,7.2061,174.896164,55,1
184,304,Avignon,1400,43.95,4.817,3.4011973816621555,5,2.19722457733622,1,1,0,1,5.2201,96.605309,55,2
185,305,Avignon,1500,43.95,4.817,2.8903717578961645,17,3.091042453358315,0,1,0,0,7.1043,314.088595,55,3
186,306,Avignon,1600,43.95,4.817,3.258096538021482,38,3.756992768967261,0,1,0,0,10.781,726.519363,55,4
187,307,Avignon,1700,43.95,4.817,3.1780538303479458,141,4.804956200927807,0,1,0,0,13.926,2549.191363,55,5
188,308,Avignon,1800,43.95,4.817,3.4011973816621555,181,4.631014210394142,0,1,0,0,22.234,3289.893937,55,6
189,311,Avila,1500,40.65,-4.7,2.302585092994046,18,3.1354942159291497,0,0,1,1,5.9194,397.844532,56,3
190,312,Avila,1600,40.65,-4.7,2.4849066497880004,2,1.3862943611198906,0,0,1,1,9.3666,39.484025,56,4
191,313,Avila,1700,40.65,-4.7,1.6094379124341003,4,1.3862943611198906,0,0,1,1,9.3638,78.703856,56,5
192,317,Badajoz (Batalyaws),1600,38.883,-6.967,2.6390573296152584,4,1.6094379124341005,0,0,0,1,8.0551,60.696888,57,4
193,318,Badajoz (Batalyaws),1700,38.883,-6.967,2.0794415416798357,5,1.7917594692280547,0,0,0,1,8.1936,102.092669,57,5
194,319,Badajoz (Batalyaws),1800,38.883,-6.967,2.302585092994046,9,2.772588722239781,0,0,0,1,14.191,180.079369,57,6
195,321,Baena (Bayyana),1500,37.617,-4.317,2.6390573296152584,2,1.6094379124341005,0,0,0,0,7.2961,43.252583,58,3
196,322,Baena (Bayyana),1700,37.617,-4.317,2.4849066497880004,2,0.6931471805599453,0,0,0,0,10.769,41.299513000000005,58,5
197,323,Baena (Bayyana),1800,37.617,-4.317,2.1972245773362196,3,1.6094379124341005,0,0,0,0,19.136,61.161178,58,6
198,325,Baeza (Bayyasa),1300,37.983,-3.467,2.5649493574615367,1,-0.0,0,0,1,0,7.0636,15.738549,59,1
199,326,Baeza (Bayyasa),1400,37.983,-3.467,2.1972245773362196,2,0.6931471805599453,0,0,1,0,6.4893,48.946251,59,2
200,327,Baeza (Bayyasa),1500,37.983,-3.467,2.6390573296152584,16,3.044522437723422,0,0,1,0,8.4078,334.450087,59,3
201,329,Baeza (Bayyasa),1800,37.983,-3.467,2.302585092994046,12,2.772588722239781,0,1,1,0,17.823,211.782058,59,6
202,331,Bamberg,1300,49.867,10.867,2.0794415416798357,3,1.3321790402101223,0,0,0,1,6.7503,66.811403,60,1
203,333,Bamberg,1500,49.867,10.867,1.9459101490553132,33,3.619564736057943,0,0,1,1,7.5969,633.411924,60,3
204,334,Bamberg,1600,49.867,10.867,2.4849066497880004,20,3.075220548054372,0,0,1,1,10.94,349.209365,60,4
205,335,Bamberg,1700,49.867,10.867,2.302585092994046,88,4.584969601973207,0,1,1,1,12.445,1626.565238,60,5
206,336,Bamberg,1800,49.867,10.867,2.833213344056216,225,5.556335544626686,0,0,1,1,20.657,4148.602399,60,6
207,338,Banja Luka (Banjaluka),1800,44.776,17.186,2.70805020110221,4,1.6094379124341005,0,0,0,1,16.474,87.249353,61,6
208,339,Banska Stiavnica (Schemnitz),1500,48.45,18.9,1.791759469228055,5,2.484906649788001,0,0,0,0,5.0702,111.141856,62,3
209,340,Banska Stiavnica (Schemnitz),1600,48.45,18.9,1.9459101490553132,5,1.945910149055313,0,0,0,0,7.6667,99.316851,62,4
210,341,Banska Stiavnica (Schemnitz),1700,48.45,18.9,1.9459101490553132,13,2.772588722239781,0,0,0,0,8.6537,266.87249,62,5
211,342,Banska Stiavnica (Schemnitz),1800,48.45,18.9,2.833213344056216,46,4.24699087705675,0,0,0,0,15.394,919.2847,62,6
212,348,Bar-le-duc,1800,48.783,5.167,2.3978952727983707,123,4.238865364829772,0,0,0,0,23.871,2230.467319,63,6
213,349,Barbastro,1200,42.033,0.133,2.70805020110221,1,-0.0,0,0,1,0,3.8432,13.898652,64,0
214,354,Barbastro,1800,42.033,0.133,1.9459101490553132,25,3.367295829986473,0,0,1,0,17.459,433.480468,64,6
215,355,Barcelona (Barshaluna),1200,41.383,2.183,2.995732273553991,11,3.295836866004329,1,0,0,1,3.8947,247.632922,65,0
216,356,Barcelona (Barshaluna),1300,41.383,2.183,3.871201010907891,17,3.308777757587496,1,0,1,1,5.5208,355.776464,65,1
217,357,Barcelona (Barshaluna),1400,41.383,2.183,3.6375861597263857,12,2.995732273553991,1,0,1,1,4.2678,234.627563,65,2
218,358,Barcelona (Barshaluna),1500,41.383,2.183,2.995732273553991,10,2.890371757896165,0,1,1,1,5.4852,209.155543,65,3
219,359,Barcelona (Barshaluna),1600,41.383,2.183,3.4657359027997265,25,3.610917912644225,0,1,1,1,8.2978,501.922494,65,4
