city,year,log_pop,num_people_divide,diversity,diversity_le2,capital,university,commune,bishop,fup
Altona,1300,0.0,0.0,1.0986122886681096,-0.0,0,0,0,0,5.3144
Altona,1500,0.0,1.6094379124341003,2.079441541679836,1.6094379124341005,0,0,1,0,7.7172
Altona,1600,1.791759469228055,0.0,1.945910149055313,1.0114042647073516,0,0,1,0,13.827
Altona,1700,2.4849066497880004,0.9808292530117262,3.65422209508594,2.0516244078013344,0,0,1,0,19.21
Altona,1800,3.1354942159291497,1.0541605260972757,4.296681503264923,2.0089811313680865,0,0,1,0,33.722
Amalfi,1200,0.0,0.0,0.6931471805599453,-0.0,0,0,0,0,5.6633
Amalfi,1300,2.5649493574615367,-2.5649493574615367,1.0986122886681096,-0.0,0,0,0,0,7.5517
Amalfi,1400,0.0,0.0,-0.0,-0.0,0,0,0,0,5.4079
Amalfi,1500,0.0,0.0,-0.0,-0.0,0,0,0,0,8.4085
Amalfi,1700,0.0,1.0986122886681098,1.0986122886681096,0.6365141682948128,0,0,0,0,16.498
Amalfi,1800,0.0,0.0,-0.0,-0.0,0,0,0,0,31.453
Amiens,1200,2.4849066497880004,-2.4849066497880004,-0.0,-0.0,0,0,1,1,6.0209
Amiens,1300,3.044522437723423,-2.3513752571634776,1.6094379124341005,0.6931471805599453,0,0,1,1,9.996
Amiens,1400,2.302585092994046,-1.6094379124341003,0.6931471805599453,-0.0,0,0,1,1,7.5591
Amiens,1500,2.995732273553991,-1.3862943611198906,2.19722457733622,1.3321790402101223,0,0,0,1,9.5386
Amiens,1600,3.2188758248682006,-1.0216512475319814,2.19722457733622,1.4270610433807247,0,0,0,1,13.771
Amiens,1700,3.5553480614894135,-0.46430560813109784,3.555348061489413,1.6809640857036732,0,0,0,1,19.321
Amiens,1800,3.6888794541139363,0.5738004229273791,3.7758509943649097,1.948725824163604,0,0,0,1,29.098
Amsterdam,1500,2.70805020110221,-2.70805020110221,-0.0,-0.0,0,0,1,0,8.755
Amsterdam,1600,3.9889840465642745,-0.325422400434628,3.9441354161725,1.765918732457191,1,0,1,0,14.873
Amsterdam,1700,5.298317366548036,0.4885800148186709,5.75138349585992,1.5020052686455898,1,1,1,0,18.805
Amsterdam,1800,5.37989735354046,-0.20374762096663038,5.1108641756472135,1.4831059628169871,1,1,1,0,25.56
Ancona,1200,0.0,0.0,-0.0,-0.0,0,0,1,1,4.5946
Ancona,1300,0.0,1.9459101490553132,2.639057329615258,1.1537419427010902,0,0,0,1,7.7319
Ancona,1500,0.0,2.0794415416798357,2.19722457733622,1.4941751382893085,0,0,0,1,7.5073
Ancona,1600,2.302585092994046,0.1823215567939546,2.564949357461537,1.3522093992338282,0,0,0,1,11.309
Ancona,1700,2.1972245773362196,0.6931471805599453,3.091042453358315,1.1615913343294533,0,0,0,1,12.445
Ancona,1800,2.833213344056216,0.05715841383994862,3.091042453358315,1.2148896539491203,0,0,0,1,20.771
Andria,1300,0.0,0.0,1.6094379124341005,-0.0,0,0,0,1,6.689
Andria,1400,0.0,0.0,1.3862943611198906,-0.0,0,0,0,1,4.1561
Andria,1500,1.6094379124341003,-0.916290731874155,1.7917594692280547,-0.0,0,0,0,1,6.0729
Andria,1600,2.6390573296152584,-1.540445040947149,1.0986122886681096,1.0986122886681096,0,0,0,1,12.445
Andria,1700,1.9459101490553132,-0.8472978603872037,2.079441541679836,-0.0,0,0,0,1,11.138
Andria,1800,2.6390573296152584,-1.0296194171811581,1.945910149055313,1.3321790402101223,0,0,0,1,22.861
Andujar,1600,2.6390573296152584,-1.540445040947149,1.3862943611198906,0.6365141682948128,0,0,0,0,11.805
Andujar,1700,2.0794415416798357,-0.6931471805599453,1.3862943611198906,1.3862943611198906,0,0,0,0,10.272
Andujar,1800,2.302585092994046,-1.2039728043259361,1.3862943611198906,1.0986122886681096,0,0,0,0,17.619
Angers,1200,3.4011973816621555,-2.0149030205422647,2.833213344056216,0.5623351446188083,0,0,0,1,3.9247
Angers,1400,3.2188758248682006,-3.2188758248682006,-0.0,-0.0,0,1,0,1,4.7338
Angers,1500,2.5649493574615367,-0.7731898882334817,3.028029073307412,0.8675632284814612,0,1,0,1,6.5024
Angers,1600,3.258096538021482,-1.1786549963416462,2.19722457733622,1.7328679513998633,0,1,0,1,9.8893
Angers,1700,3.367295829986474,-0.6592456288842639,3.091042453358315,1.8640435797520256,0,1,0,1,12.937
Angers,1800,3.4657359027997265,0.9162907318741551,3.769785176095889,1.7181065223733518,0,1,0,1,21.387
Angouleme,1300,1.6094379124341003,-1.6094379124341003,1.6094379124341005,-0.0,0,0,1,0,6.1766
Angouleme,1400,0.0,0.0,-0.0,-0.0,0,0,1,0,4.9127
Angouleme,1600,0.0,2.1972245773362196,3.332204510175204,1.8891591637540217,0,0,1,0,9.6271
Angouleme,1700,0.0,2.833213344056216,3.091042453358315,2.1500602244842355,0,0,1,0,12.046
Angouleme,1800,2.70805020110221,1.496642418288756,3.760874720240419,1.4752975860863156,0,0,1,0,20.239
Ansbach,1300,0.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,0,0,0,0,7.1558
Ansbach,1400,0.0,1.0986122886681098,1.6094379124341005,1.0986122886681096,0,0,0,0,5.8806
Ansbach,1500,0.0,2.302585092994046,2.9785084205272367,1.2206072645530173,0,0,0,0,7.8446
Ansbach,1600,0.0,3.5553480614894135,3.671655601087183,1.5345447905216671,0,0,0,0,11.479
Ansbach,1700,0.0,3.4011973816621555,3.526360524616162,1.4862010985657208,0,0,0,0,12.905
Ansbach,1800,2.4849066497880004,1.777773227253315,4.501135424923627,1.9809310362979324,0,0,0,0,21.073
Antequera,1600,2.995732273553991,-2.3025850929940455,1.6094379124341005,0.6931471805599453,0,1,1,0,10.749
Antequera,1700,3.091042453358316,-1.0116009116784799,2.54003630382098,0.6615632381579821,0,1,1,0,10.51
Antequera,1800,2.70805020110221,-2.0149030205422647,0.6931471805599453,0.6931471805599453,0,1,1,0,18.174
"Antwerpen (Anvers, Antwerp)",1300,2.833213344056216,-2.833213344056216,1.3862943611198906,-0.0,0,0,1,0,9.0553
"Antwerpen (Anvers, Antwerp)",1400,1.6094379124341003,-1.6094379124341003,1.7917594692280547,-0.0,0,0,1,0,7.9577
"Antwerpen (Anvers, Antwerp)",1500,3.4011973816621555,-1.455287232606842,2.3978952727983707,0.9556998911125344,0,0,1,0,10.86
"Antwerpen (Anvers, Antwerp)",1600,3.8501476017100584,1.1334590199982777,5.258286304405342,1.4767880555241637,0,0,1,1,14.758
"Antwerpen (Anvers, Antwerp)",1700,4.204692619390966,1.7691169924782952,5.82861523182274,0.9875694852216568,0,0,1,1,21.241
"Antwerpen (Anvers, Antwerp)",1800,4.127134385045092,0.22957444164450017,4.30225129114419,0.8115883488152192,0,0,1,1,29.95
Aquila (L'Aquila),1200,0.0,0.6931471805599453,1.3862943611198906,-0.0,0,0,0,0,4.6094
Aquila (L'Aquila),1300,3.6888794541139363,-2.0794415416798357,2.079441541679836,0.5004024235381879,0,0,1,0,7.1701
Aquila (L'Aquila),1400,3.4011973816621555,-2.3025850929940455,1.6094379124341005,0.6365141682948128,0,0,1,0,5.3107
Aquila (L'Aquila),1500,2.302585092994046,0.3364722366212129,2.685945324669788,1.0547209169068124,0,0,1,0,7.4494
Aquila (L'Aquila),1600,2.1972245773362196,0.6931471805599453,3.1780538303479453,1.4404817415924864,0,0,0,0,11.918
Aquila (L'Aquila),1700,1.9459101490553132,0.6931471805599453,2.5232109529528914,1.1163670752893369,0,0,0,0,13.123
Aquila (L'Aquila),1800,2.6390573296152584,0.3053816495511819,2.6613229347629224,1.4658712232324764,0,0,0,0,21.663
Aracena,1500,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0,0,0,5.4965
Aracena,1600,2.302585092994046,-1.6094379124341003,1.0986122886681096,0.6931471805599453,0,0,0,0,9.42
Aracena,1800,2.302585092994046,-0.6931471805599453,2.19722457733622,1.3321790402101223,0,0,0,0,15.045
Arad (Aradui Nou),1700,0.0,1.0986122886681098,1.0986122886681096,0.6365141682948128,0,0,0,0,8.4227
Arad (Aradui Nou),1800,2.302585092994046,-0.916290731874155,1.6094379124341005,1.039720770839918,0,0,0,0,14.763
Araiano Irpino,1200,0.0,0.0,-0.0,-0.0,0,0,0,0,4.3049
Araiano Irpino,1400,0.0,0.0,-0.0,-0.0,0,0,0,0,4.7475
Araiano Irpino,1500,0.0,0.0,0.6931471805599453,-0.0,0,0,0,0,6.8347
Araiano Irpino,1600,0.0,0.0,-0.0,-0.0,0,0,0,0,12.242
Araiano Irpino,1700,0.0,1.0986122886681098,1.0986122886681096,-0.0,0,0,0,0,12.803
Araiano Irpino,1800,2.302585092994046,-0.10536051565782628,2.19722457733622,0.9950269901795212,0,0,0,0,23.357
Arcos de la Frontera (rakush),1500,2.4849066497880004,-2.4849066497880004,-0.0,-0.0,0,0,1,0,5.9288
Arcos de la Frontera (rakush),1800,2.4849066497880004,-1.3862943611198906,1.6094379124341005,1.0986122886681096,0,0,1,0,17.983
Arezzo,1200,2.0794415416798357,-1.3862943611198906,2.079441541679836,-0.0,0,0,1,1,6.1676
Arezzo,1300,2.995732273553991,-0.10536051565782628,3.367295829986473,1.1169258998260736,0,1,1,1,10.764
Arezzo,1400,0.0,2.3978952727983707,2.685945324669788,0.9164648855394713,0,1,1,1,7.4062
Arezzo,1500,1.791759469228055,1.9459101490553132,4.088147727105771,1.7052845781852457,0,1,1,1,9.3935
Arezzo,1600,1.9459101490553132,2.005333569526114,4.093900535182177,1.5662810345317304,0,1,0,1,13.589
Arezzo,1700,1.791759469228055,1.9459101490553132,3.8025377428661344,1.4920387600508986,0,1,0,1,14.813
Arezzo,1800,2.0794415416798357,1.3545456628053103,3.652313342969743,1.621549310114481,0,1,0,1,22.934
Arjona,1300,0.0,0.6931471805599453,2.163955656882057,-0.0,0,0,1,0,7.6498
Arjona,1700,0.0,1.0986122886681098,1.945910149055313,1.0986122886681096,0,0,1,0,10.542
Arles,1200,2.995732273553991,-2.3025850929940455,1.7917594692280547,0.6931471805599453,0,0,1,0,4.9968
Arles,1300,2.0794415416798357,-1.3862943611198906,1.7917594692280547,-0.0,0,0,1,0,7.4107
Arles,1400,1.6094379124341003,-1.6094379124341003,-0.0,-0.0,0,0,1,0,5.9745
Arles,1600,2.772588722239781,-1.3862943611198906,1.3862943611198906,0.6931471805599453,0,0,1,0,11.015
Arles,1700,3.1354942159291497,-0.496436886313891,2.890371757896165,1.59342423717389,0,0,1,0,13.878
Arles,1800,2.833213344056216,0.3022808718729337,3.308777757587496,1.658200177632816,0,0,1,0,22.939
Armagh,1500,0.0,0.0,-0.0,-0.0,0,0,0,0,3.0013
Armagh,1600,0.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,0,0,0,0,4.663
Armagh,1700,0.0,1.3862943611198906,1.6094379124341005,1.3862943611198906,0,0,0,0,6.4103
Armagh,1800,1.9459101490553132,1.2321436812926323,3.43652283053628,1.6326309271543518,0,0,0,0,13.639
Arnhem,1500,1.791759469228055,-1.0986122886681098,1.0986122886681096,0.6931471805599453,0,0,1,0,8.4568
Arnhem,1600,1.9459101490553132,-0.15415067982725836,1.7917594692280547,1.329661348854758,0,0,1,0,12.786
Arnhem,1700,1.791759469228055,1.0986122886681098,3.354987569624825,1.6881741707394664,0,0,1,0,16.783
Arnhem,1800,2.302585092994046,0.6418538861723947,2.9921969608854835,1.835171032179536,0,0,1,0,24.699
Arpino,1200,0.0,1.0986122886681098,1.6094379124341005,-0.0,0,0,0,0,4.4574
Arpino,1300,0.0,2.1972245773362196,2.302585092994045,0.5297061990576545,0,0,0,0,7.3945
Arpino,1500,0.0,2.1972245773362196,2.564949357461537,1.5229550675313184,0,0,0,0,7.4924
Arpino,1600,0.0,2.833213344056216,2.718473401330013,1.4868952268881837,0,0,0,0,12.492
Arpino,1700,0.0,2.5649493574615367,2.403640410614949,1.0317671113505356,0,0,0,0,13.693
Arpino,1800,2.302585092994046,0.47000362924573563,2.890371757896165,1.8407487285692807,0,0,0,0,22.842
Arras (Atrecht),1200,2.995732273553991,-1.6094379124341003,2.70805020110221,0.5623351446188083,0,0,1,1,6.1561
Arras (Atrecht),1300,3.4011973816621555,-2.70805020110221,1.945910149055313,0.6931471805599453,0,0,1,1,10.794
Arras (Atrecht),1400,2.302585092994046,-0.6931471805599453,2.302585092994045,1.3321790402101223,0,0,1,1,8.2854
Arras (Atrecht),1500,2.3978952727983707,-1.0116009116784799,2.3978952727983707,1.039720770839918,0,0,1,1,10.284
Arras (Atrecht),1600,2.995732273553991,-0.35667494393873245,2.833213344056216,1.5740973368489726,0,0,1,1,14.158
Arras (Atrecht),1700,2.70805020110221,-0.916290731874155,2.079441541679836,1.5607104090414063,0,0,1,1,20.228
Arras (Atrecht),1800,2.9444389791664403,1.0809127115687087,4.053871162105136,1.648234881064691,0,0,1,1,29.665
Ascoli Piceno,1200,0.0,0.0,-0.0,-0.0,0,0,0,1,4.5039
Ascoli Piceno,1300,0.0,1.9459101490553132,2.772588722239781,0.796311640173813,0,0,0,1,7.809
Ascoli Piceno,1400,0.0,0.6931471805599453,0.6931471805599453,-0.0,0,0,0,1,5.7834
Ascoli Piceno,1500,0.0,1.791759469228055,2.079441541679836,1.2424533248940002,0,0,0,1,7.4504
Ascoli Piceno,1600,0.0,2.1972245773362196,2.639057329615258,1.303092403761719,0,0,0,1,11.548
Ascoli Piceno,1700,0.0,3.2188758248682006,2.948589247168772,1.179668010684126,0,0,0,1,12.56
Ascoli Piceno,1800,2.4849066497880004,0.45953232937844013,3.1354942159291497,1.2790075192745578,0,0,0,1,21.145
Ashton-upon-Lyne,1700,0.0,0.0,-0.0,-0.0,0,0,0,0,9.6823
Ashton-upon-Lyne,1800,2.70805020110221,-2.0149030205422647,0.6931471805599453,0.6931471805599453,0,0,0,0,33.633
Asti,1200,2.70805020110221,-2.70805020110221,-0.0,-0.0,0,0,1,1,5.8531
Asti,1300,2.772588722239781,-0.9808292530117262,2.3978952727983707,1.242453324894,0,0,1,1,9.2245
Asti,1400,0.0,1.6094379124341003,1.945910149055313,0.5004024235381879,0,0,1,1,7.2826
Asti,1500,2.0794415416798357,0.11778303565638346,1.2275294114572126,0.6837389058487535,0,0,0,1,8.8915
Asti,1600,2.302585092994046,0.0,2.484906649788001,1.0888999753452238,0,0,0,1,13.549
Asti,1700,2.302585092994046,-0.6931471805599453,1.6094379124341005,0.9502705392332348,0,0,0,1,15.31
Asti,1800,3.044522437723423,0.4519851237430572,3.4149515610048846,1.883300131021145,0,0,0,1,25.845
"Athens (Athen, Atina)",1500,2.302585092994046,-2.3025850929940455,-0.0,-0.0,0,0,0,1,4.3678
"Athens (Athen, Atina)",1600,3.4965075614664802,-3.4965075614664802,0.6931471805599453,-0.0,0,0,0,1,7.0133
"Athens (Athen, Atina)",1700,2.5649493574615367,-1.466337068793427,1.0986122886681096,1.0986122886681096,0,0,0,1,7.5088
"Athens (Athen, Atina)",1800,2.4849066497880004,-1.3862943611198906,1.6094379124341005,1.0986122886681096,0,0,0,1,11.682
Auch,1500,0.0,0.0,1.3862943611198906,-0.0,0,0,1,0,6.1814
Auch,1600,0.0,1.0986122886681098,2.19722457733622,0.6365141682948128,0,0,1,0,9.1647
Auch,1700,0.0,1.6094379124341003,2.19722457733622,1.3321790402101223,0,0,1,0,11.232
Auch,1800,2.302585092994046,1.4350845252893227,3.117743231368656,1.4345775374991376,0,0,1,0,18.986
Augsburg,1200,2.4849066497880004,-1.791759469228055,1.3862943611198906,-0.0,0,0,1,1,4.5133
Augsburg,1300,3.2188758248682006,-2.5257286443082556,0.6931471805599453,0.6931471805599453,0,0,1,1,7.1313
Augsburg,1400,2.4849066497880004,-1.3862943611198906,1.0986122886681096,0.6365141682948128,0,0,1,1,5.8722
Augsburg,1500,3.4011973816621555,0.0,3.6280156368701606,2.092785257637275,0,0,1,1,7.6714
Augsburg,1600,3.8066624897703196,0.6359887667199967,4.663235587282921,2.044233878832597,0,0,1,1,11.071
Augsburg,1700,3.044522437723423,1.5998684614179497,4.792255183900926,2.003974288011086,0,0,1,1,12.596
Augsburg,1800,3.4011973816621555,1.4190841839428816,4.895020423780409,1.864390285002838,0,0,1,1,20.691
Augusta,1300,0.0,0.6931471805599453,1.945910149055313,0.6931471805599453,0,0,0,0,5.1791
Augusta,1500,0.0,0.0,-0.0,-0.0,0,0,0,0,6.1735
Augusta,1600,0.0,0.0,0.6931471805599453,-0.0,0,0,0,0,10.632
Augusta,1700,1.791759469228055,-1.791759469228055,1.3862943611198906,-0.0,0,0,0,0,11.673
Augusta,1800,2.70805020110221,-2.70805020110221,-0.0,-0.0,0,0,0,0,19.89
Auxerre,1200,0.0,1.3862943611198906,2.19722457733622,0.5623351446188083,0,0,0,1,5.3562
Auxerre,1300,0.0,0.6931471805599453,1.7917594692280547,0.6931471805599453,0,0,1,1,8.2734
Auxerre,1500,0.0,0.6931471805599453,1.6094379124341005,0.6931471805599453,0,0,1,1,8.4393
Auxerre,1600,0.0,1.0986122886681098,1.0986122886681096,0.6365141682948128,0,0,1,1,11.864
Auxerre,1700,0.0,2.70805020110221,2.890371757896165,1.4322139043602349,0,0,1,1,15.725
Auxerre,1800,2.4849066497880004,1.8718021769015913,3.923512774457007,1.862754581336026,0,0,1,0,24.391
Avellino,1200,0.0,0.6931471805599453,1.6094379124341005,0.6931471805599453,0,0,0,0,6.0291
Avellino,1400,0.0,0.0,-0.0,-0.0,0,0,0,0,5.126
Avellino,1500,0.0,0.0,-0.0,-0.0,0,0,0,0,7.7066
Avellino,1600,0.0,1.0986122886681098,2.079441541679836,-0.0,0,0,0,0,14.562
Avellino,1700,2.0794415416798357,0.22314355131420976,2.5232109529528914,1.1682824501765623,0,0,0,0,14.829
Avellino,1800,2.3978952727983707,0.24116205681688804,2.70805020110221,1.4377014436429414,0,0,0,0,28.496
