city,year,log_pop,diversity,capital,commune,bishop,num_people_divide,university,longitude,latitude
Provins,1300,2.302585092994046,2.302585092994045,0,1,0,-1.6094379124341003,0,3.3,48.55
Quedlinburg,1300,0.0,0.6931471805599453,0,1,0,0.0,0,11.15,51.783
Reading,1300,0.0,2.890371757896165,0,0,0,1.6094379124341003,0,-0.971,51.455
Regensburg,1300,2.3978952727983707,2.890371757896165,0,1,0,-0.3184537311185346,0,12.1,49.017
Reims,1300,2.6390573296152584,2.079441541679836,0,1,0,-1.0296194171811581,0,4.033,49.25
Roma,1300,3.4011973816621555,3.726795348291236,1,1,0,-0.06899287148695143,1,12.483,41.9
Rouen,1300,3.5553480614894135,-0.0,0,1,0,-3.5553480614894135,0,1.083,49.433
Salerno,1300,2.302585092994046,0.6931471805599453,0,0,0,-1.6094379124341003,1,14.783,40.683
Saluzzo,1300,0.0,1.3862943611198906,0,1,1,0.6931471805599453,0,7.483,44.65
Savona,1300,0.0,-0.0,0,1,1,0.0,0,8.5,44.283
"Sevilla(Seville, Ishbiliya)",1300,4.499809670330265,1.7917594692280547,0,1,0,-3.1135153092103742,1,-5.987,37.377
Shrewsbury,1300,0.0,0.6931471805599453,0,1,0,0.0,0,-2.748,52.707
Siena,1300,3.912023005428146,3.74504940705388,1,1,1,-0.4780358009429998,0,11.35,43.317
Soest,1300,2.4849066497880004,0.6931471805599453,0,1,0,-2.4849066497880004,0,8.117,51.583
Spoleto,1300,0.0,3.044522437723422,0,1,1,2.5649493574615367,0,12.733,42.733
St-Jean-d'Angely,1300,0.0,-0.0,0,1,0,0.0,0,-0.517,45.95
Stralsund,1300,2.4849066497880004,2.3978952727983707,0,1,0,-0.6931471805599453,0,13.1,54.3
Strasbourg (Strassburg),1300,2.70805020110221,2.079441541679836,0,1,1,-0.7621400520468967,0,7.75,48.583
Stuttgart,1300,1.6094379124341003,1.7917594692280547,0,0,0,-0.5108256237659907,0,9.183,48.767
Toledo,1300,3.7376696182833684,2.813355404500616,1,0,0,-1.4350845252893227,0,-4.017,39.867
Torino,1300,0.0,1.7917594692280547,0,1,1,1.0986122886681098,0,7.667,45.05
Toulouse,1300,3.4011973816621555,1.7917594692280547,0,1,1,-1.791759469228055,1,1.433,43.6
Tournai (Doornik),1300,2.995732273553991,0.6931471805599453,0,1,1,-2.3025850929940455,0,3.383,50.6
Tours,1300,3.2188758248682006,2.079441541679836,0,0,0,-2.5257286443082556,0,0.683,47.383
Treviso,1300,0.0,2.3978952727983707,0,1,1,1.6094379124341003,0,12.245,45.667
Trier,1300,2.3978952727983707,1.945910149055313,0,0,0,-1.0116009116784799,0,6.633,49.75
Troyes,1300,3.2188758248682006,2.833213344056216,0,1,1,-1.8325814637483102,0,4.083,48.3
Ulm,1300,0.0,1.945910149055313,0,1,0,1.0986122886681098,0,10.05,48.567
Valencia (Balansiya),1300,3.784189633918261,3.204777524132256,1,1,0,-2.174751721484161,0,-0.367,39.467
Velletri,1300,0.0,2.954673212304816,0,0,1,2.0794415416798357,0,12.783,41.683
Venezia,1300,4.700480365792417,3.2988803167661422,1,1,0,-1.7047480922384253,0,12.327,45.439
Vercelli,1300,0.0,1.5607104090414063,0,0,1,1.6094379124341003,1,8.417,45.317
Verona,1300,3.4011973816621555,2.599301927099795,0,1,1,-0.8362480242006186,0,11.0,45.45
Vigevano,1300,0.0,-0.0,0,0,0,0.0,0,8.85,45.317
Villefranche-de-Rouergue,1300,0.0,1.3862943611198906,0,0,0,0.6931471805599453,0,2.05,44.35
Viterbo,1300,2.1972245773362196,1.945910149055313,0,0,1,-0.587786664902119,0,12.1,42.417
Wien (Vienna),1300,2.995732273553991,1.7917594692280547,1,1,0,-2.3025850929940455,0,16.367,48.2
Winchester,1300,2.70805020110221,3.091042453358315,0,1,1,-0.916290731874155,0,-1.308,51.062
Worcester,1300,0.0,2.833213344056216,0,0,1,1.6094379124341003,0,-2.212,52.197
Worms,1300,2.995732273553991,1.0986122886681096,0,1,1,-2.3025850929940455,0,8.36,49.636
Wuerzburg,1300,1.9459101490553132,2.19722457733622,0,1,1,-1.252762968495368,0,9.949,49.797
York,1300,2.0794415416798357,1.0986122886681096,0,1,0,-2.0794415416798357,0,-1.093,53.956
Zamora,1300,2.0794415416798357,2.484906649788001,0,1,1,-0.9808292530117262,0,-5.75,41.5
"Zaragoza (Sarakusta, Saragossa)",1300,2.70805020110221,2.3978952727983707,1,1,1,-1.0986122886681098,0,-0.883,41.633
Zuerich,1300,1.791759469228055,1.7917594692280547,0,1,0,-0.6931471805599453,0,8.55,47.367
lorient,1300,0.0,-0.0,0,0,0,0.0,0,-3.37,47.75
s Gravenhage,1300,2.302585092994046,1.6094379124341005,0,0,0,-2.3025850929940455,0,4.3,52.083
Alessandria,1400,0.0,1.0986122886681096,0,1,0,1.0986122886681098,0,8.617,44.9
Amiens,1400,2.302585092994046,0.6931471805599453,0,1,1,-1.6094379124341003,0,2.3,49.9
Aquila (L'Aquila),1400,3.4011973816621555,1.6094379124341005,0,1,0,-2.3025850929940455,0,13.37,42.35
Arezzo,1400,0.0,2.685945324669788,0,1,1,2.3978952727983707,1,11.883,43.417
Arras (Atrecht),1400,2.302585092994046,2.302585092994045,0,1,1,-0.6931471805599453,0,2.783,50.283
Ascoli Piceno,1400,0.0,0.6931471805599453,0,0,1,0.6931471805599453,0,13.567,42.85
Asti,1400,0.0,1.945910149055313,0,1,1,1.6094379124341003,0,8.2,44.9
Augsburg,1400,2.4849066497880004,1.0986122886681096,0,1,1,-1.3862943611198906,0,10.883,48.367
Aversa,1400,2.302585092994046,1.7917594692280547,0,0,1,-0.916290731874155,0,14.2,40.967
Baeza (Bayyasa),1400,2.1972245773362196,-0.0,0,1,0,-2.1972245773362196,0,-3.467,37.983
Bamberg,1400,0.0,1.3321790402101223,0,1,1,1.0986122886681098,0,10.867,49.867
Barcelona (Barshaluna),1400,3.6375861597263857,3.354987569624825,1,1,1,-0.9295359586241757,0,2.183,41.383
Basel,1400,2.302585092994046,2.19722457733622,0,1,1,-0.6931471805599453,0,7.6,47.567
Bath,1400,0.0,1.3862943611198906,0,0,1,1.0986122886681098,0,-2.366,51.378
Beauvais,1400,0.0,2.995732273553991,0,1,1,1.791759469228055,0,2.083,49.433
Bergamo,1400,0.0,1.3862943611198906,0,1,1,1.3862943611198906,0,9.717,45.683
Bern,1400,0.0,2.2718685126965625,0,1,0,1.791759469228055,0,7.467,46.917
Besancon,1400,0.0,2.564949357461537,0,1,0,1.6094379124341003,0,6.033,47.25
Beziers,1400,0.0,0.6931471805599453,0,1,0,0.6931471805599453,0,3.25,43.35
Blois,1400,0.0,1.3862943611198906,0,0,1,0.0,0,1.333,47.583
Bologna,1400,3.8066624897703196,3.163424050423405,0,1,1,-0.6711682738411702,1,11.333,44.483
Bonn,1400,0.0,-0.0,0,1,0,0.0,0,7.1,50.733
Boulogne,1400,0.0,1.6094379124341005,0,0,0,1.0986122886681098,0,1.62,50.72
Braga,1400,0.0,0.6931471805599453,0,0,0,0.0,0,-8.433,41.55
Bremen,1400,2.995732273553991,2.19722457733622,0,1,1,-1.3862943611198906,0,8.8,53.083
Brescia,1400,3.295836866004329,-0.0,0,1,1,-3.295836866004329,0,10.25,45.55
Buda,1400,2.0794415416798357,2.70805020110221,1,1,0,-0.4700036292457356,0,19.033,47.5
Burgos (Burghush),1400,3.295836866004329,3.044522437723422,0,1,1,-0.8979415932059586,0,-3.7,42.35
Caen,1400,2.8903717578961645,1.7917594692280547,0,1,0,-1.2809338454620642,0,-0.35,49.183
Caltanisetta,1400,0.0,1.7917594692280547,0,0,1,1.3862943611198906,0,14.067,37.483
Carcassonne,1400,1.791759469228055,-0.0,0,1,1,-1.791759469228055,0,2.35,43.217
Casale,1400,0.0,2.302585092994045,0,0,0,1.791759469228055,0,8.45,45.133
Catania,1400,0.0,3.4128591536524,0,0,1,2.302585092994046,0,15.1,37.5
Chalons-sur-Marne,1400,0.0,1.3862943611198906,0,0,1,1.0986122886681098,0,4.367,48.95
Chambery,1400,0.0,2.772588722239781,0,0,1,1.6094379124341003,0,5.9,45.6
Chatham,1400,0.0,3.2188758248682,0,0,0,2.1972245773362196,0,0.535,51.361
Chivasso,1400,0.0,1.3862943611198906,0,0,0,1.0986122886681098,0,7.883,45.183
Clermont-Ferrand,1400,0.0,1.945910149055313,0,1,1,1.791759469228055,0,3.083,45.783
Coimbra Kulumriyya),1400,0.0,3.308777757587496,0,1,1,2.0794415416798357,1,-8.417,40.2
Colchester,1400,0.0,1.945910149055313,0,0,0,1.3862943611198906,0,0.9,51.892
Como,1400,2.302585092994046,1.7917594692280547,0,0,1,-0.5108256237659907,0,9.083,45.783
Cosenza,1400,0.0,1.6094379124341005,0,0,0,0.0,0,16.25,39.3
Cremona,1400,3.5553480614894135,1.7478680974667573,0,0,1,-1.7635885922613588,0,10.033,45.117
Dresden,1400,0.0,2.0431918705451206,0,1,0,1.0986122886681098,0,13.75,51.05
Dublin,1400,2.70805020110221,0.6931471805599453,1,1,0,-2.70805020110221,0,-6.25,53.333
Edinburgh,1400,0.0,2.70805020110221,1,0,0,1.0986122886681098,0,-3.161,55.949
Erfurt,1400,3.1780538303479458,2.079441541679836,0,1,0,-1.5686159179138452,1,11.033,50.983
Faenza,1400,2.302585092994046,2.564949357461537,0,0,1,-0.10536051565782628,0,11.883,44.283
Ferrara,1400,3.6888794541139363,2.311423444691973,0,0,1,-1.3862943611198906,1,11.583,44.833
Firenze,1400,4.007333185232471,4.838817269728988,1,1,1,0.5035263212843791,1,11.25,43.767
Flensburg,1400,0.0,0.6931471805599453,0,0,0,0.0,0,9.433,54.783
Forli,1400,2.4849066497880004,2.564949357461537,0,0,1,-0.2876820724517809,0,12.053,44.224
"Geneve (Geneva, Genf)",1400,2.0794415416798357,2.079441541679836,0,1,1,-0.4700036292457356,0,6.167,46.2
Genova,1400,4.605170185988092,3.574258927975058,1,1,1,-1.2039728043259361,0,8.95,44.417
Gerona (Djarunda),1400,1.6094379124341003,2.564949357461537,0,1,1,0.3364722366212129,0,2.817,41.983
Glasgow,1400,0.0,2.19722457733622,0,0,1,1.6094379124341003,0,-4.245,55.862
Gotha,1400,0.0,2.3978952727983707,0,1,0,1.9459101490553132,0,10.717,50.95
Granada (Gharnata),1400,4.605170185988092,3.4851754214787363,1,0,0,-2.2072749131897207,0,-3.6,37.183
Groningen,1400,1.6094379124341003,-0.0,0,1,0,-1.6094379124341003,0,6.55,53.217
Haarlem,1400,2.0794415416798357,-0.0,0,1,0,-2.0794415416798357,0,4.65,52.367
Hannover,1400,1.6094379124341003,1.0986122886681096,0,1,0,-0.5108256237659907,0,9.717,52.367
Hildesheim,1400,1.791759469228055,1.3321790402101223,0,1,1,-0.6931471805599453,0,9.967,52.15
Ipswich,1400,0.0,0.6931471805599453,0,0,0,0.0,0,1.158,52.056
Issoudin,1400,0.0,4.02535169073515,0,1,0,3.7612001156935624,0,2.0,46.95
Jihlava (Iglau),1400,0.0,2.079441541679836,0,1,0,0.6931471805599453,0,15.583,49.4
Kassel,1400,0.0,1.0986122886681096,0,0,0,1.0986122886681098,0,9.5,51.317
"Kobenhaven (Copenhagen, Kopenhagen)",1400,2.1972245773362196,2.19722457733622,0,1,0,-1.5040773967762742,0,12.583,55.667
Koeln,1400,3.6888794541139363,1.945910149055313,0,1,0,-2.0794415416798357,1,6.95,50.933
Krakow (Krakau),1400,2.302585092994046,2.484906649788001,1,1,1,-0.5108256237659907,1,19.917,50.083
Lanciano,1400,0.0,0.6931471805599453,0,0,1,0.6931471805599453,0,14.383,42.233
Laon,1400,2.0794415416798357,1.945910149055313,0,0,1,-0.9808292530117262,0,3.617,49.567
"Leuven (Loewen, Louvain)",1400,2.833213344056216,0.6931471805599453,0,1,0,-2.833213344056216,0,4.7,50.883
"Liege (Luik, Luettich)",1400,3.4011973816621555,1.7917594692280547,0,1,1,-2.0149030205422647,0,5.567,50.633
Limoges,1400,0.0,1.9061547465398496,0,1,1,1.9459101490553132,0,1.25,45.85
Linz,1400,0.0,-0.0,0,1,0,0.0,0,14.3,48.3
"Lisboa (Lisbon, Lissabon, Al Ushbuna)",1400,4.007333185232471,3.721176253867357,1,1,0,-0.9628107475090478,1,-9.133,38.717
London,1400,3.8066624897703196,3.592469627610676,1,1,1,-1.3217558399823195,0,-0.105,51.517
Lucca,1400,3.1354942159291497,2.302585092994045,0,1,1,-1.5260563034950494,0,10.483,43.833
Lueneburg,1400,0.0,1.0986122886681096,0,1,0,1.0986122886681098,0,10.4,53.25
Luneville,1400,0.0,-0.0,0,0,0,0.0,0,6.5,48.6
Lyon,1400,3.4965075614664802,-0.0,0,1,0,-3.4965075614664802,0,4.85,45.75
Maastricht,1400,1.9459101490553132,1.3862943611198906,0,0,0,-0.8472978603872037,0,5.683,50.85
Macon,1400,0.0,2.079441541679836,0,1,1,1.0986122886681098,0,4.833,46.3
Madrid (Madjrit),1400,0.0,1.3862943611198906,0,1,0,0.6931471805599453,0,-3.683,40.4
Mainz,1400,2.302585092994046,1.0986122886681096,0,1,0,-1.6094379124341003,0,8.273,49.998
Mantua,1400,3.2188758248682006,2.698011019844113,0,0,1,-0.5108256237659907,0,10.8,45.15
Melfi,1400,0.0,-0.0,0,0,1,0.0,0,15.65,41.0
Messina,1400,2.302585092994046,1.6094379124341005,0,0,1,-1.6094379124341003,0,15.567,38.183
Milano,1400,4.499809670330265,4.091751901650069,1,0,0,-0.7386095546367026,0,9.2,45.467
Mondovi,1400,0.0,-0.0,0,0,1,0.0,0,7.817,44.383
Mons (Bergen),1400,2.1972245773362196,1.945910149055313,0,1,0,-1.0986122886681098,0,3.933,50.45
Montpellier,1400,2.833213344056216,2.079441541679836,0,1,1,-1.4469189829363254,1,3.883,43.6
Monza,1400,0.0,2.079441541679836,0,0,0,1.3862943611198906,0,9.267,45.583
Muenchen,1400,2.302585092994046,3.35462479700817,0,1,0,-0.2231435513142097,0,11.583,48.15
Namur (Namen),1400,1.791759469228055,0.6931471805599453,0,1,0,-1.791759469228055,0,4.867,50.467
Nantes,1400,0.0,2.639057329615258,0,0,1,1.3862943611198906,0,-1.55,47.217
Nijmegen,1400,1.791759469228055,1.6094379124341005,0,1,0,-0.6931471805599453,0,5.867,51.833
Nimes,1400,1.9459101490553132,0.6931471805599453,0,1,1,-1.252762968495368,0,4.35,43.833
Norwich,1400,1.791759469228055,2.079441541679836,0,0,1,0.0,0,1.303,52.628
Nottingham,1400,0.0,2.19722457733622,0,0,0,1.3862943611198906,0,-1.159,52.968
Novara,1400,0.0,1.3862943611198906,0,1,1,1.0986122886681098,0,8.633,45.467
Nuernberg,1400,2.995732273553991,3.040727294264433,0,1,0,-0.5108256237659907,0,11.083,49.45
Olomouc (Olmuetz),1400,0.0,1.6094379124341005,0,1,1,1.6094379124341003,0,17.25,49.583
Oxford,1400,0.0,3.752682943892809,0,0,0,2.70805020110221,1,-1.254,51.754
Padova (Padua),1400,3.5263605246161616,2.8215638078603646,0,0,1,-0.6931471805599453,1,11.883,45.417
Palermo (Balarm),1400,3.295836866004329,1.0986122886681096,1,0,0,-2.6026896854443837,0,13.367,38.117
Palma,1400,2.1972245773362196,2.484906649788001,0,1,1,-0.25131442828090605,0,2.65,39.567
Paris,1400,5.298317366548036,4.461122058502324,1,1,1,-2.0402208285265546,1,2.333,48.867
Parma,1400,2.70805020110221,1.7351264569629226,0,0,1,-0.5108256237659907,0,10.333,44.8
Pavia,1400,2.995732273553991,1.7917594692280547,0,1,1,-1.3862943611198906,1,9.167,45.167
Perugia,1400,0.0,2.7516666169315167,0,0,1,2.5649493574615367,1,12.367,43.133
Piacenza,1400,3.2188758248682006,1.039720770839918,0,0,1,-1.8325814637483102,1,9.667,45.017
Pisa,1400,3.1354942159291497,3.444813797491462,0,1,0,0.0425596144187959,1,10.383,43.717
Pistoia,1400,0.0,2.615630577027551,0,0,1,2.1972245773362196,0,10.9,43.917
Poitiers,1400,2.302585092994046,2.302585092994045,0,1,1,-0.916290731874155,0,0.333,46.583
Poznan (Posen),1400,0.0,1.6094379124341005,0,1,1,0.0,0,16.967,52.417
"Praha (Prag, Prague)",1400,4.553876891600541,4.102184644983041,1,1,0,-1.3758230612525952,1,14.467,50.083
Prato,1400,0.0,2.3978952727983707,0,0,1,2.1972245773362196,0,11.1,43.883
Provins,1400,0.0,2.302585092994045,0,1,0,1.3862943611198906,0,3.3,48.55
Quedlinburg,1400,0.0,-0.0,0,1,0,0.0,0,11.15,51.783
Reading,1400,0.0,2.19722457733622,0,1,0,1.0986122886681098,0,-0.971,51.455
Regensburg,1400,2.302585092994046,0.6931471805599453,0,1,0,-2.3025850929940455,0,12.1,49.017
Reims,1400,2.70805020110221,1.945910149055313,0,1,0,-1.6094379124341003,0,4.033,49.25
Roma,1400,3.4965075614664802,3.335770806444736,1,1,0,-0.2776317365982795,1,12.483,41.9
Rouen,1400,3.5553480614894135,0.6931471805599453,0,1,0,-2.8622008809294686,0,1.083,49.433
Salerno,1400,0.0,1.0986122886681096,0,0,0,0.6931471805599453,1,14.783,40.683
Saluzzo,1400,0.0,2.458311329683084,0,1,1,1.9459101490553132,0,7.483,44.65
Savona,1400,0.0,0.6931471805599453,0,1,1,0.6931471805599453,0,8.5,44.283
"Sevilla(Seville, Ishbiliya)",1400,4.248495242049359,3.1354942159291497,0,1,0,-2.169053700369523,1,-5.987,37.377
Shrewsbury,1400,0.0,2.19722457733622,0,1,0,1.0986122886681098,0,-2.748,52.707
Siena,1400,2.833213344056216,4.036541383630559,1,1,1,0.8303483020734302,1,11.35,43.317
Soest,1400,2.8903717578961645,1.9061547465398496,0,1,0,-1.0986122886681098,0,8.117,51.583
Spoleto,1400,0.0,2.615630577027551,0,1,1,2.1972245773362196,0,12.733,42.733
St-Jean-d'Angely,1400,0.0,0.6931471805599453,0,1,0,0.0,0,-0.517,45.95
Stralsund,1400,2.70805020110221,2.5968338688975634,0,1,0,-0.2231435513142097,0,13.1,54.3
Strasbourg (Strassburg),1400,2.833213344056216,2.19722457733622,0,1,1,-0.8873031950009028,0,7.75,48.583
Stuttgart,1400,0.0,2.532591160801122,0,1,0,2.5649493574615367,0,9.183,48.767
Toledo,1400,3.8066624897703196,2.3978952727983707,1,0,0,-1.7272209480904839,0,-4.017,39.867
Torino,1400,0.0,1.7478680974667573,0,1,1,1.3862943611198906,1,7.667,45.05
Toulouse,1400,3.044522437723423,2.19722457733622,0,1,0,-1.6582280766035324,1,1.433,43.6
Tournai (Doornik),1400,3.6888794541139363,0.6931471805599453,0,1,1,-2.995732273553991,0,3.383,50.6
Tours,1400,2.5649493574615367,1.3862943611198906,0,0,0,-1.8718021769015913,0,0.683,47.383
Treviso,1400,0.0,0.6931471805599453,0,1,1,0.6931471805599453,1,12.245,45.667
Trier,1400,2.302585092994046,-0.0,0,1,0,-2.3025850929940455,0,6.633,49.75
Troyes,1400,2.833213344056216,2.4410152780267023,0,1,1,-1.2237754316221157,0,4.083,48.3
Ulm,1400,2.302585092994046,1.7917594692280547,0,1,0,-1.2039728043259361,0,10.05,48.567
Valencia (Balansiya),1400,3.58351893845611,3.044522437723422,1,1,0,-1.0986122886681098,0,-0.367,39.467
Velletri,1400,0.0,2.19722457733622,0,0,1,1.3862943611198906,0,12.783,41.683
Venezia,1400,4.605170185988092,3.906926279610072,1,1,0,-0.916290731874155,0,12.327,45.439
Vercelli,1400,0.0,-0.0,0,0,1,0.0,1,8.417,45.317
Verona,1400,3.5553480614894135,3.610512234644806,0,0,1,-0.2231435513142097,0,11.0,45.45
Vigevano,1400,0.0,1.3862943611198906,0,0,0,0.6931471805599453,0,8.85,45.317
Villefranche-de-Rouergue,1400,0.0,1.6094379124341005,0,0,0,1.0986122886681098,0,2.05,44.35
Viterbo,1400,2.1972245773362196,1.3862943611198906,0,0,1,-0.8109302162163288,0,12.1,42.417
Wien (Vienna),1400,2.995732273553991,3.677803054843923,1,1,0,0.0,1,16.367,48.2
Winchester,1400,0.0,-0.0,0,1,1,0.0,0,-1.308,51.062
Worcester,1400,0.0,1.7917594692280547,0,1,1,1.3862943611198906,0,-2.212,52.197
Worms,1400,2.302585092994046,1.0986122886681096,0,1,1,-1.2039728043259361,0,8.36,49.636
Wuerzburg,1400,1.791759469228055,0.6931471805599453,0,1,1,-1.0986122886681098,0,9.949,49.797
York,1400,2.4849066497880004,2.2718685126965625,0,1,0,-0.6931471805599453,0,-1.093,53.956
Zamora,1400,0.0,2.484906649788001,0,1,1,1.3862943611198906,0,-5.75,41.5
"Zaragoza (Sarakusta, Saragossa)",1400,2.995732273553991,3.1780538303479453,1,1,0,-0.916290731874155,0,-0.883,41.633
Zuerich,1400,1.6094379124341003,3.014946880179594,0,1,0,0.9555114450274363,0,8.55,47.367
lorient,1400,0.0,2.079441541679836,0,0,0,1.3862943611198906,0,-3.37,47.75
s Gravenhage,1400,1.6094379124341003,2.772588722239781,0,0,0,0.0,0,4.3,52.083
Alessandria,1500,2.0794415416798357,2.079441541679836,0,0,0,-0.13353139262452263,0,8.617,44.9
Amiens,1500,2.995732273553991,2.19722457733622,0,0,1,-1.3862943611198906,0,2.3,49.9
Aquila (L'Aquila),1500,2.302585092994046,2.685945324669788,0,1,0,0.3364722366212129,0,13.37,42.35
Arezzo,1500,1.791759469228055,4.088147727105771,0,1,1,1.9459101490553132,1,11.883,43.417
Arras (Atrecht),1500,2.3978952727983707,2.3978952727983707,0,1,1,-1.0116009116784799,0,2.783,50.283
Ascoli Piceno,1500,0.0,2.079441541679836,0,0,1,1.791759469228055,0,13.567,42.85
Asti,1500,2.0794415416798357,1.2275294114572126,0,0,1,0.11778303565638346,0,8.2,44.9
Augsburg,1500,3.4011973816621555,3.6280156368701606,0,1,1,0.0,0,10.883,48.367
Aversa,1500,0.0,0.6931471805599453,0,0,1,0.0,0,14.2,40.967
Baeza (Bayyasa),1500,2.6390573296152584,0.6931471805599453,0,1,0,-1.9459101490553135,0,-3.467,37.983
Bamberg,1500,1.9459101490553132,2.19722457733622,0,1,1,0.13353139262452257,0,10.867,49.867
Barcelona (Barshaluna),1500,2.995732273553991,3.2580965380214826,0,1,1,-0.2876820724517809,1,2.183,41.383
Basel,1500,2.302585092994046,2.890371757896165,0,1,1,0.1823215567939546,1,7.6,47.567
Bath,1500,0.0,1.6094379124341005,0,0,1,1.3862943611198906,0,-2.366,51.378
Beauvais,1500,2.302585092994046,2.079441541679836,0,1,1,-1.2039728043259361,0,2.083,49.433
Bergamo,1500,2.8903717578961645,3.044522437723422,0,1,1,0.0,0,9.717,45.683
Bern,1500,0.0,3.367295829986473,0,1,0,2.9444389791664403,0,7.467,46.917
Besancon,1500,2.1972245773362196,1.3862943611198906,0,1,0,-1.0986122886681098,0,6.033,47.25
Beziers,1500,0.0,1.0986122886681096,0,1,0,0.0,0,3.25,43.35
Blois,1500,0.0,2.871476118054867,0,0,1,2.302585092994046,0,1.333,47.583
Bologna,1500,3.912023005428146,3.9702919135521206,0,1,1,-0.2484613592984996,1,11.333,44.483
Bonn,1500,0.0,1.945910149055313,0,1,0,1.3862943611198906,0,7.1,50.733
Boulogne,1500,0.0,2.302585092994045,0,0,0,1.3862943611198906,0,1.62,50.72
Braga,1500,0.0,2.772588722239781,0,0,0,2.1972245773362196,0,-8.433,41.55
Bremen,1500,2.8903717578961645,2.9319232930107053,0,1,1,-0.49247648509779407,0,8.8,53.083
Brescia,1500,3.8918202981106265,3.354987569624825,0,1,1,-0.8960880245566356,0,10.25,45.55
Buda,1500,2.4849066497880004,1.3862943611198906,1,1,0,-2.4849066497880004,0,19.033,47.5
Burgos (Burghush),1500,2.0794415416798357,3.2103913397883894,0,1,1,0.6286086594223741,0,-3.7,42.35
Caen,1500,3.2188758248682006,1.7917594692280547,0,1,0,-1.8325814637483102,1,-0.35,49.183
Caltanisetta,1500,0.0,-0.0,0,0,1,0.0,0,14.067,37.483
Carcassonne,1500,0.0,-0.0,0,1,1,0.0,0,2.35,43.217
Casale,1500,0.0,2.7709738809556863,0,0,0,2.3978952727983707,0,8.45,45.133
Catania,1500,2.6390573296152584,1.6094379124341005,0,0,1,-1.540445040947149,1,15.1,37.5
Chalons-sur-Marne,1500,0.0,1.7478680974667573,0,1,1,1.0986122886681098,0,4.367,48.95
Chambery,1500,0.0,3.2444926304072963,0,0,1,2.4849066497880004,0,5.9,45.6
Chatham,1500,0.0,1.7917594692280547,0,0,0,1.0986122886681098,0,0.535,51.361
Chivasso,1500,0.0,1.6094379124341005,0,0,0,1.3862943611198906,0,7.883,45.183
Clermont-Ferrand,1500,0.0,2.458311329683084,0,0,1,2.1972245773362196,0,3.083,45.783
Coimbra Kulumriyya),1500,1.791759469228055,2.3978952727983707,0,1,1,0.15415067982725836,1,-8.417,40.2
Colchester,1500,1.6094379124341003,2.0431918705451206,0,0,0,-0.2231435513142097,0,0.9,51.892
Como,1500,2.302585092994046,3.3790925052297323,0,0,1,1.0647107369924282,0,9.083,45.783
Cosenza,1500,0.0,1.3862943611198906,0,0,0,0.6931471805599453,0,16.25,39.3
Cremona,1500,3.6888794541139363,3.1780538303479453,0,0,1,-0.7444404749474959,0,10.033,45.117
Dresden,1500,1.6094379124341003,3.044522437723422,0,1,0,1.0986122886681098,0,13.75,51.05
Dublin,1500,2.0794415416798357,1.7917594692280547,1,1,0,-2.0794415416798357,0,-6.25,53.333
Edinburgh,1500,2.8903717578961645,3.163424050423405,1,1,0,-1.0986122886681098,0,-3.161,55.949
Erfurt,1500,2.9444389791664403,1.6094379124341005,0,1,0,-1.3350010667323402,1,11.033,50.983
Faenza,1500,0.0,3.271689322323033,0,0,1,3.091042453358316,0,11.883,44.283
Ferrara,1500,3.7376696182833684,4.1530596643399456,0,0,1,-0.02409755157906053,1,11.583,44.833
Firenze,1500,4.007333185232471,5.650537033546981,1,0,1,1.390829516285282,1,11.25,43.767
Flensburg,1500,0.0,-0.0,0,1,0,0.0,0,9.433,54.783
Forli,1500,2.302585092994046,3.3790925052297323,0,0,1,0.8329091229351039,0,12.053,44.224
"Geneve (Geneva, Genf)",1500,2.4849066497880004,3.282950713287591,0,1,1,0.0,0,6.167,46.2
Genova,1500,4.060443010546419,4.067427150123022,1,1,1,-0.27625337662815824,0,8.95,44.417
Gerona (Djarunda),1500,1.791759469228055,2.079441541679836,0,1,1,0.0,0,2.817,41.983
Glasgow,1500,0.0,2.70805020110221,0,0,0,1.3862943611198906,1,-4.245,55.862
Gotha,1500,0.0,0.6931471805599453,0,1,0,0.6931471805599453,0,10.717,50.95
Granada (Gharnata),1500,4.248495242049359,3.1704479994629717,0,0,0,-1.9459101490553135,0,-3.6,37.183
Groningen,1500,2.6390573296152584,1.3862943611198906,0,1,0,-1.252762968495368,0,6.55,53.217
Haarlem,1500,2.4849066497880004,2.079441541679836,0,1,0,-1.0986122886681098,0,4.65,52.367
Hannover,1500,1.791759469228055,1.6094379124341005,0,1,0,-0.1823215567939546,0,9.717,52.367
Hildesheim,1500,2.302585092994046,1.3862943611198906,0,1,1,-1.2039728043259361,0,9.967,52.15
Ipswich,1500,0.0,2.19722457733622,0,0,0,1.0986122886681098,0,1.158,52.056
Issoudin,1500,0.0,3.606483532463829,0,1,0,3.044522437723423,0,2.0,46.95
Jihlava (Iglau),1500,0.0,0.6931471805599453,0,1,0,0.6931471805599453,0,15.583,49.4
Kassel,1500,1.6094379124341003,2.685945324669788,0,0,0,0.8754687373538999,0,9.5,51.317
"Kobenhaven (Copenhagen, Kopenhagen)",1500,2.302585092994046,1.7917594692280547,1,1,0,-1.6094379124341003,1,12.583,55.667
Koeln,1500,3.8066624897703196,2.079441541679836,0,1,0,-1.8607523407150064,1,6.95,50.933
Krakow (Krakau),1500,3.091042453358316,3.696719101092484,1,1,1,-0.1466034741918754,1,19.917,50.083
