city,year,log_pop,diversity,capital,commune,bishop,num_people_divide,university,longitude,latitude
Tournai (Doornik),1200,0.0,1.0986122886681096,0,1,1,0.6931471805599453,0,3.383,50.6
Tours,1200,2.995732273553991,0.6931471805599453,0,0,0,-2.995732273553991,0,0.683,47.383
Treviso,1200,0.0,0.6931471805599453,0,1,1,0.0,0,12.245,45.667
Trier,1200,3.2188758248682006,-0.0,0,0,0,-3.2188758248682006,0,6.633,49.75
Troyes,1200,2.4849066497880004,3.332204510175204,0,1,1,-0.1823215567939546,0,4.083,48.3
Ulm,1200,0.0,0.6931471805599453,0,0,0,0.0,0,10.05,48.567
Valencia (Balansiya),1200,3.258096538021482,0.6931471805599453,0,0,0,-3.258096538021482,0,-0.367,39.467
Velletri,1200,0.0,2.540036303820981,0,0,1,1.6094379124341003,0,12.783,41.683
Venezia,1200,4.248495242049359,2.395908119293929,1,1,0,-2.639057329615259,0,12.327,45.439
Vercelli,1200,0.0,1.3862943611198906,0,0,1,0.6931471805599453,0,8.417,45.317
Verona,1200,3.4965075614664802,0.6931471805599453,0,1,1,-3.4965075614664802,0,11.0,45.45
Vigevano,1200,0.0,-0.0,0,0,0,0.0,0,8.85,45.317
Villefranche-de-Rouergue,1200,0.0,1.6094379124341005,0,0,0,0.0,0,2.05,44.35
Viterbo,1200,2.995732273553991,1.3862943611198906,0,1,1,-2.995732273553991,0,12.1,42.417
Wien (Vienna),1200,2.4849066497880004,1.0986122886681096,0,1,0,-1.791759469228055,0,16.367,48.2
Winchester,1200,2.995732273553991,2.564949357461537,0,0,1,-1.8971199848858813,0,-1.308,51.062
Worcester,1200,0.0,1.945910149055313,0,0,1,1.0986122886681098,0,-2.212,52.197
Worms,1200,3.332204510175204,2.19722457733622,0,1,1,-1.9459101490553135,0,8.36,49.636
Wuerzburg,1200,1.6094379124341003,-0.0,0,0,1,-1.6094379124341003,0,9.949,49.797
York,1200,2.302585092994046,1.0986122886681096,0,0,0,-2.3025850929940455,0,-1.093,53.956
Zamora,1200,0.0,1.945910149055313,0,0,1,0.0,0,-5.75,41.5
"Zaragoza (Sarakusta, Saragossa)",1200,3.044522437723423,1.945910149055313,1,0,1,-2.3513752571634776,0,-0.883,41.633
Zuerich,1200,0.0,2.138333059508028,0,0,0,1.3862943611198906,0,8.55,47.367
lorient,1200,0.0,1.0986122886681096,0,0,0,0.6931471805599453,0,-3.37,47.75
s Gravenhage,1200,0.0,2.1458417525947544,0,0,0,0.6931471805599453,0,4.3,52.083
Alessandria,1300,2.302585092994046,0.6931471805599453,0,1,0,-1.6094379124341003,0,8.617,44.9
Amiens,1300,3.044522437723423,1.6094379124341005,0,1,1,-2.3513752571634776,0,2.3,49.9
Aquila (L'Aquila),1300,3.6888794541139363,2.079441541679836,0,1,0,-2.0794415416798357,0,13.37,42.35
Arezzo,1300,2.995732273553991,3.367295829986473,0,1,1,-0.10536051565782628,1,11.883,43.417
Arras (Atrecht),1300,3.4011973816621555,1.945910149055313,0,1,1,-2.70805020110221,0,2.783,50.283
Ascoli Piceno,1300,0.0,2.772588722239781,0,0,1,1.9459101490553132,0,13.567,42.85
Asti,1300,2.772588722239781,2.3978952727983707,0,1,1,-0.9808292530117262,0,8.2,44.9
Augsburg,1300,3.2188758248682006,0.6931471805599453,0,1,1,-2.5257286443082556,0,10.883,48.367
Aversa,1300,2.70805020110221,1.3862943611198906,0,0,1,-1.6094379124341003,0,14.2,40.967
Baeza (Bayyasa),1300,2.5649493574615367,0.6931471805599453,0,1,0,-2.5649493574615367,0,-3.467,37.983
Bamberg,1300,2.0794415416798357,1.7917594692280547,0,0,1,-1.3862943611198906,0,10.867,49.867
Barcelona (Barshaluna),1300,3.871201010907891,3.044522437723422,1,1,1,-1.5686159179138452,0,2.183,41.383
Basel,1300,0.0,2.890371757896165,0,1,1,1.9459101490553132,0,7.6,47.567
Bath,1300,1.6094379124341003,1.0986122886681096,0,0,1,-0.916290731874155,0,-2.366,51.378
Beauvais,1300,2.772588722239781,1.3862943611198906,0,1,1,-2.0794415416798357,0,2.083,49.433
Bergamo,1300,2.6390573296152584,2.079441541679836,0,1,1,-0.6931471805599453,0,9.717,45.683
Bern,1300,0.0,2.022808529414704,0,1,0,1.791759469228055,0,7.467,46.917
Besancon,1300,2.0794415416798357,2.564949357461537,0,1,0,-0.4700036292457356,0,6.033,47.25
Beziers,1300,2.772588722239781,1.0986122886681096,0,1,0,-2.0794415416798357,0,3.25,43.35
Blois,1300,0.0,1.945910149055313,0,0,1,0.6931471805599453,0,1.333,47.583
Bologna,1300,3.6888794541139363,3.5157396511717023,0,1,1,-0.6931471805599453,1,11.333,44.483
Bonn,1300,0.0,0.6931471805599453,0,1,0,0.6931471805599453,0,7.1,50.733
Boulogne,1300,0.0,-0.0,0,0,0,0.0,0,1.62,50.72
Braga,1300,0.0,1.3862943611198906,0,0,0,1.3862943611198906,0,-8.433,41.55
Bremen,1300,2.4849066497880004,1.6094379124341005,0,1,1,-1.791759469228055,0,8.8,53.083
Brescia,1300,3.1780538303479458,1.8891591637540217,0,1,1,-1.0986122886681098,0,10.25,45.55
Buda,1300,0.0,3.087042350228025,1,1,0,1.9459101490553132,0,19.033,47.5
Burgos (Burghush),1300,3.044522437723423,1.7917594692280547,0,1,1,-1.9459101490553135,0,-3.7,42.35
Caen,1300,2.70805020110221,1.0986122886681096,0,0,0,-1.6094379124341003,0,-0.35,49.183
Caltanisetta,1300,0.0,0.6931471805599453,0,0,1,0.6931471805599453,0,14.067,37.483
Carcassonne,1300,2.3978952727983707,1.0986122886681096,0,1,1,-2.3978952727983707,0,2.35,43.217
Casale,1300,0.0,1.0986122886681096,0,0,0,0.6931471805599453,0,8.45,45.133
Catania,1300,2.302585092994046,1.945910149055313,0,0,1,-1.2039728043259361,0,15.1,37.5
Chalons-sur-Marne,1300,2.302585092994046,1.945910149055313,0,0,1,-1.2039728043259361,0,4.367,48.95
Chambery,1300,0.0,2.9976527350569158,0,0,1,2.0794415416798357,0,5.9,45.6
Chatham,1300,0.0,1.7917594692280547,0,0,0,1.0986122886681098,0,0.535,51.361
Chivasso,1300,0.0,1.3862943611198906,0,0,0,1.0986122886681098,0,7.883,45.183
Clermont-Ferrand,1300,1.6094379124341003,1.0986122886681096,0,0,1,-0.916290731874155,0,3.083,45.783
Coimbra Kulumriyya),1300,1.791759469228055,3.5646232986148125,0,1,1,0.28768207245178085,1,-8.417,40.2
Colchester,1300,1.9459101490553132,1.6094379124341005,0,0,0,-1.9459101490553135,0,0.9,51.892
Como,1300,2.4849066497880004,0.6931471805599453,0,1,1,-1.791759469228055,0,9.083,45.783
Cosenza,1300,0.0,1.7917594692280547,0,0,0,1.0986122886681098,0,16.25,39.3
Cremona,1300,3.6888794541139363,2.19722457733622,0,1,1,-2.3025850929940455,0,10.033,45.117
Dresden,1300,1.6094379124341003,2.772588722239781,0,1,0,0.0,0,13.75,51.05
Dublin,1300,2.3978952727983707,1.3862943611198906,1,1,0,-1.2992829841302609,0,-6.25,53.333
Edinburgh,1300,0.0,2.302585092994045,1,0,0,0.6931471805599453,0,-3.161,55.949
Erfurt,1300,3.4011973816621555,1.7917594692280547,0,1,0,-2.70805020110221,0,11.033,50.983
Faenza,1300,2.4849066497880004,1.7917594692280547,0,1,1,-0.6931471805599453,0,11.883,44.283
Ferrara,1300,3.58351893845611,2.19722457733622,0,1,1,-1.6376087894007967,0,11.583,44.833
Firenze,1300,4.553876891600541,4.2545649881169485,1,1,1,-0.7696872576822796,0,11.25,43.767
Flensburg,1300,0.0,1.7917594692280547,0,0,0,0.6931471805599453,0,9.433,54.783
Forli,1300,2.6390573296152584,1.7917594692280547,0,1,1,-1.540445040947149,0,12.053,44.224
"Geneve (Geneva, Genf)",1300,0.0,1.7917594692280547,0,1,1,1.0986122886681098,0,6.167,46.2
Genova,1300,4.605170185988092,3.4761312408539915,1,1,1,-1.7147984280919266,0,8.95,44.417
Gerona (Djarunda),1300,2.0794415416798357,1.3862943611198906,0,1,1,-0.6931471805599453,0,2.817,41.983
Glasgow,1300,0.0,-0.0,0,0,1,0.0,0,-4.245,55.862
Gotha,1300,0.0,2.564949357461537,0,1,0,1.9459101490553132,0,10.717,50.95
Granada (Gharnata),1300,5.0106352940962555,1.6094379124341005,1,0,0,-5.0106352940962555,0,-3.6,37.183
Groningen,1300,0.0,-0.0,0,1,0,0.0,0,6.55,53.217
Haarlem,1300,0.0,0.6931471805599453,0,1,0,0.0,0,4.65,52.367
Hannover,1300,1.6094379124341003,-0.0,0,1,0,-1.6094379124341003,0,9.717,52.367
Hildesheim,1300,0.0,-0.0,0,1,1,0.0,0,9.967,52.15
Ipswich,1300,0.0,1.6094379124341005,0,0,0,0.6931471805599453,0,1.158,52.056
Issoudin,1300,0.0,4.04320339126544,0,1,0,3.6109179126442243,0,2.0,46.95
Jihlava (Iglau),1300,0.0,1.945910149055313,0,0,0,0.6931471805599453,0,15.583,49.4
Kassel,1300,0.0,2.890371757896165,0,0,0,2.1972245773362196,0,9.5,51.317
"Kobenhaven (Copenhagen, Kopenhagen)",1300,0.0,1.945910149055313,0,1,0,0.0,0,12.583,55.667
Koeln,1300,3.9889840465642745,1.945910149055313,0,1,0,-2.1972245773362196,0,6.95,50.933
Krakow (Krakau),1300,2.302585092994046,1.7917594692280547,1,1,1,-1.6094379124341003,0,19.917,50.083
Lanciano,1300,0.0,1.0986122886681096,0,0,1,0.6931471805599453,0,14.383,42.233
Laon,1300,2.995732273553991,1.7917594692280547,0,1,1,-2.3025850929940455,0,3.617,49.567
"Leuven (Loewen, Louvain)",1300,2.995732273553991,3.2144960506750486,0,1,0,-0.916290731874155,0,4.7,50.883
"Liege (Luik, Luettich)",1300,2.3978952727983707,2.079441541679836,0,1,1,-1.2992829841302609,0,5.567,50.633
Limoges,1300,0.0,1.0986122886681096,0,1,1,0.6931471805599453,0,1.25,45.85
Linz,1300,0.0,1.945910149055313,0,1,0,1.0986122886681098,0,14.3,48.3
"Lisboa (Lisbon, Lissabon, Al Ushbuna)",1300,3.5553480614894135,4.227496740627894,1,1,1,0.1582240052148942,1,-9.133,38.717
London,1300,4.248495242049359,2.9444389791664403,1,1,1,-2.3025850929940455,0,-0.105,51.517
Lucca,1300,2.772588722239781,3.044522437723422,0,1,1,-0.2876820724517809,0,10.483,43.833
Lueneburg,1300,2.0794415416798357,-0.0,0,1,0,-2.0794415416798357,0,10.4,53.25
Luneville,1300,0.0,-0.0,0,0,0,0.0,0,6.5,48.6
Lyon,1300,2.995732273553991,1.3862943611198906,0,0,0,-2.995732273553991,0,4.85,45.75
Maastricht,1300,0.0,1.0986122886681096,0,0,0,0.0,0,5.683,50.85
Macon,1300,0.0,1.3862943611198906,0,0,1,1.0986122886681098,0,4.833,46.3
Madrid (Madjrit),1300,0.0,2.19722457733622,0,1,0,1.6094379124341003,0,-3.683,40.4
Mainz,1300,3.2188758248682006,-0.0,0,1,0,-3.2188758248682006,0,8.273,49.998
Mantua,1300,3.4011973816621555,2.4433056711089147,0,1,1,-0.7621400520468967,0,10.8,45.15
Melfi,1300,0.0,2.079441541679836,0,0,1,0.6931471805599453,0,15.65,41.0
Messina,1300,3.295836866004329,0.6931471805599453,0,0,1,-3.295836866004329,0,15.567,38.183
Milano,1300,4.605170185988092,3.0752205480543715,1,1,0,-1.8971199848858813,0,9.2,45.467
Mondovi,1300,0.0,-0.0,0,0,1,0.0,0,7.817,44.383
Mons (Bergen),1300,1.791759469228055,1.0986122886681096,0,1,0,-1.791759469228055,0,3.933,50.45
Montpellier,1300,3.5553480614894135,3.271689322323033,0,1,1,-1.252762968495368,1,3.883,43.6
Monza,1300,2.302585092994046,0.6931471805599453,0,0,0,-1.6094379124341003,0,9.267,45.583
Muenchen,1300,2.302585092994046,2.890371757896165,0,1,0,-0.916290731874155,0,11.583,48.15
Namur (Namen),1300,0.0,-0.0,0,1,0,0.0,0,4.867,50.467
Nantes,1300,2.0794415416798357,1.6094379124341005,0,0,1,-2.0794415416798357,0,-1.55,47.217
Nijmegen,1300,0.0,-0.0,0,1,0,0.0,0,5.867,51.833
Nimes,1300,2.8903717578961645,1.0986122886681096,0,1,1,-2.1972245773362196,0,4.35,43.833
Norwich,1300,2.5649493574615367,-0.0,0,0,1,-2.5649493574615367,0,1.303,52.628
Nottingham,1300,0.0,2.871476118054867,0,0,0,2.0794415416798357,0,-1.159,52.968
Novara,1300,0.0,2.17157089695751,0,1,1,2.4849066497880004,0,8.633,45.467
Nuernberg,1300,2.4849066497880004,2.3978952727983707,0,1,0,-0.8754687373538999,0,11.083,49.45
Olomouc (Olmuetz),1300,2.302585092994046,0.6931471805599453,0,1,1,-2.3025850929940455,0,17.25,49.583
Oxford,1300,0.0,0.6931471805599453,0,0,0,0.0,1,-1.254,51.754
Padova (Padua),1300,3.5553480614894135,3.1354942159291497,0,1,1,-0.7827593392496325,1,11.883,45.417
Palermo (Balarm),1300,3.9318256327243257,2.079441541679836,1,0,0,-3.9318256327243257,0,13.367,38.117
Palma,1300,2.833213344056216,1.0986122886681096,0,1,1,-2.833213344056216,0,2.65,39.567
Paris,1300,5.521460917862246,3.2444926304072963,1,1,1,-3.123565645063876,1,2.333,48.867
Parma,1300,3.091042453358316,2.5665989181145106,0,1,1,-0.45198512374305727,0,10.333,44.8
Pavia,1300,3.4011973816621555,1.7917594692280547,0,1,1,-2.3025850929940455,0,9.167,45.167
Perugia,1300,3.5263605246161616,3.291336152795344,0,1,1,-0.5306282510621704,0,12.367,43.133
Piacenza,1300,2.995732273553991,2.639057329615258,0,1,1,-0.7985076962177716,1,9.667,45.017
Pisa,1300,3.6375861597263857,2.9444389791664403,0,1,0,-0.8649974374866046,0,10.383,43.717
Pistoia,1300,2.3978952727983707,1.3862943611198906,0,0,1,-1.2992829841302609,0,10.9,43.917
Poitiers,1300,2.70805020110221,0.6931471805599453,0,1,1,-2.70805020110221,0,0.333,46.583
Poznan (Posen),1300,0.0,1.7917594692280547,0,1,1,1.0986122886681098,0,16.967,52.417
"Praha (Prag, Prague)",1300,3.4011973816621555,3.1780538303479453,1,1,1,-1.2039728043259361,0,14.467,50.083
Prato,1300,2.70805020110221,2.079441541679836,0,1,1,-0.916290731874155,0,11.1,43.883
