city,year,longitude,latitude,Influ_diversity,Influ_num_people_divide
King's Lynn,1400,0.394,52.758,0.7731177862351308,1.397462637847833
"Kobenhaven (Copenhagen, Kopenhagen)",1400,12.583,55.667,0.9717101634400112,0.5025118355533775
Koeln,1400,6.95,50.933,0.3655893009844851,1.0480969783858745
Kortrijk (Courtrai),1400,3.267,50.833,0.5347998612322445,0.046625868086088394
Krakow (Krakau),1400,19.917,50.083,0.9636089960984829,1.493538194199871
Kutna Hora (Kuttenberg),1400,15.267,49.95,1.1121667479418869,1.6597933435490926
La Coruna,1400,-8.383,43.367,0.8055601620221234,2.096193956771749
Lanciano,1400,14.383,42.233,0.608722253499919,1.0597425003679402
Laon,1400,3.617,49.567,0.7765232620312785,0.45350025457694765
Laval,1400,-0.767,48.067,0.3146874352893908,1.0624597888304217
Le Mans,1400,0.2,48.0,0.38666257894506956,0.4883952757401529
Lecce,1400,18.183,40.383,0.34837117918846067,0.48911192324674146
Leeds,1400,-1.537,53.806,0.6184319005225307,1.1063245882962012
Leicester,1400,-1.135,52.635,0.7793506453713894,2.596951402000556
Leipzig,1400,12.333,51.3,0.5263949991596487,0.6240058862056642
Lerida (Larida),1400,0.617,41.617,0.7163557554078449,1.2290504737995043
"Leuven (Loewen, Louvain)",1400,4.7,50.883,0.6259403752959434,0.21589006135982544
Liberec (Reichenberg),1400,15.05,50.783,1.0876701158610393,1.6597933435490926
"Liege (Luik, Luettich)",1400,5.567,50.633,0.4119031813517559,0.2974338079340929
Limoges,1400,1.25,45.85,0.8977287549711861,5.887259266625613
Linz,1400,14.3,48.3,0.5073117469032082,1.397462637847833
"Lisboa (Lisbon, Lissabon, Al Ushbuna)",1400,-9.133,38.717,0.7435239358968113,1.6303730774891383
Lisieux,1400,0.233,49.15,0.5347998612322444,0.970645014727377
Liverpool,1400,-2.94,53.416,0.6113826607454623,1.0480969783858745
Llerena,1400,-6.017,38.233,0.39986144686052943,0.36558620793697766
Loja (Lawsha),1400,-4.15,37.167,0.39459331485572974,0.26157136318605495
London,1400,-0.105,51.517,1.1534027583779736,3.726567034260887
Lucca,1400,10.483,43.833,1.3595107012582759,2.7597585610936974
Luebeck,1400,10.7,53.867,0.5287049587038625,0.6382351008352657
Lueneburg,1400,10.4,53.25,0.7264698165223386,0.4532578313262011
Luneville,1400,6.5,48.6,0.7493510610136811,0.9912394298852029
Luxemburg (Luxembourg),1400,6.15,49.6,0.4501945811083648,0.48134824192536463
Lyon,1400,4.85,45.75,0.9275573427056961,1.2690972250909769
Maastricht,1400,5.683,50.85,0.6021870195600998,0.20482418074338335
Macerata,1400,13.45,43.3,0.941781986585715,3.7382125562429525
Macon,1400,4.833,46.3,0.7311786019689703,0.9232605116841899
Maddaloni,1400,14.383,41.033,0.6034144624348289,0.4994634983419106
Madrid (Madjrit),1400,-3.683,40.4,0.7340846223875465,0.49816955145501446
Magdeburg,1400,11.667,52.167,0.3954758386684983,0.7181405222273585
Mainz,1400,8.273,49.998,0.7019758437235332,0.9404226066907364
Mako (Makowa),1400,20.483,46.217,0.7199731453029427,1.0044262709531298
Manresa,1400,1.833,41.733,1.0483129624514398,1.4900138914947725
Mantua,1400,10.8,45.15,0.8407420649813798,1.5648131018864002
Mecklenburg,1400,11.467,53.85,0.6227188365201543,0.7216593855795151
Medina de rio Seco,1400,-5.033,41.883,0.7840277162760602,0.9607555635203849
Medina del Campo,1400,-4.917,41.3,0.5110661760261166,0.7161996018970143
Melfi,1400,15.65,41.0,0.2346701404933346,0.6987313189239165
Merida (Marida),1400,-6.333,38.917,0.49248920759507103,0.5955852670827668
Messina,1400,15.567,38.183,0.47429675404439514,1.5333270609719278
Milano,1400,9.2,45.467,0.7966381822145455,1.2635391350540823
Modena,1400,10.917,44.667,1.039443363281551,0.577747284999127
Mondovi,1400,7.817,44.383,0.6464519186494397,2.026320824879358
Mons (Bergen),1400,3.933,50.45,0.7585310521979591,0.17889202102550006
Montoro,1400,-4.383,38.017,0.5255124753468803,0.27321688516812026
Montpellier,1400,3.883,43.6,0.532139453986701,0.7824681674616238
Monza,1400,9.267,45.583,0.9866771741946649,0.8533579719080052
Morella,1400,-0.1,40.617,1.0768936806340808,1.2732437367058034
Moulins,1400,3.33,46.57,1.0604237518088422,6.191535853798036
Muelheim an der Ruhr,1400,6.883,51.433,0.4456065957805413,0.713288221401498
Muenchen,1400,11.583,48.15,0.652750149223122,0.29696081054266443
Muenster,1400,7.633,51.967,0.5838945464164259,0.9238780772438451
Namur (Namen),1400,4.867,50.467,0.6113826607454623,0.18004012114052645
Nancy,1400,6.2,48.683,0.6531591711917331,1.4091081598298982
Nantes,1400,-1.55,47.217,0.40388070074109395,0.829549349189116
Napoli,1400,14.25,40.833,0.45672981504818383,0.8617686266728302
Narbonne,1400,3.0,43.183,0.7060996445551371,2.0265491684476333
Nevers,1400,3.167,46.983,1.0814970297694266,6.424446293439344
Newcastle-upon-Tine,1400,-1.602,54.974,0.6075219704816014,1.2227798081168537
Nice,1400,7.25,43.7,0.36307768651155575,1.327589505955441
"Nicosia (Lefkosha, Leukosia)",1400,33.37,35.17,0.8173067927758632,0.5364703793071403
Nijmegen,1400,5.867,51.833,0.4773627615973312,0.3306958543795996
Nimes,1400,4.35,43.833,0.641985336517267,0.660141255885308
Niort,1400,-0.45,46.3,0.43490403739462036,0.4006059561830454
Noerdlingen,1400,10.5,48.85,0.8379234332938202,0.832654821717667
Norwich,1400,1.303,52.628,0.684131892438436,1.793410385238052
Noto,1400,15.067,36.883,0.6435073142921546,1.8865745610945743
Nottingham,1400,-1.159,52.968,0.6812310735225624,1.1412611542423967
Novara,1400,8.633,45.467,0.9039994721530652,1.1736098264148005
Nuernberg,1400,11.083,49.45,0.5779307655441498,0.8093637777535364
Olomouc (Olmuetz),1400,17.25,49.583,0.9686578632866335,1.0713880223500052
Orleans,1400,1.9,47.917,0.9225059669474466,5.842170194336077
Orvieto,1400,12.117,42.717,1.2064772130656798,3.983003780936668
Oslo,1400,10.75,59.917,0.8197177249882763,0.36958820080859217
Osnabrueck,1400,8.05,52.267,0.6876455264186101,0.8831187503066166
Oxford,1400,-1.254,51.754,0.7779328137476782,1.5488544236146813
Padova (Padua),1400,11.883,45.417,0.9831106602295366,0.9724010855024502
Paisley,1400,-4.42,55.841,0.8116165576467481,1.28100741802718
Palencia,1400,-4.533,42.017,0.8097086500941836,0.6588346232446187
Palermo (Balarm),1400,13.367,38.117,0.49151487584041964,1.8865745610945743
Palma,1400,2.65,39.567,0.8715433120234444,1.3735586716741197
Pamplona (Bambluna),1400,-1.633,42.817,0.6913999555415185,0.6763029062177166
Paris,1400,2.333,48.867,0.8080524285593413,1.8865745610945743
Parma,1400,10.333,44.8,0.8539597501041498,1.5059323568807834
Pavia,1400,9.167,45.167,0.9156559843152684,1.1223695296937133
Perpignan,1400,2.883,42.683,0.459681249370881,0.997633049796925
Perth,1400,-3.434,56.396,1.0957013171643342,1.8632835171304436
Perugia,1400,12.367,43.133,1.032810801859481,4.011235349378039
Pesaro,1400,12.9,43.9,1.2083128966966217,2.8505061760646138
Piacenza,1400,9.667,45.017,1.0479917317776997,1.036359031626174
Pisa,1400,10.383,43.717,1.2516406649400917,2.6635564229809847
Pistoia,1400,10.9,43.917,1.52494437601605,1.4471338321780116
Plzen (Pilsen),1400,13.367,49.75,0.8258317948787384,1.205617986248547
Poitiers,1400,0.333,46.583,0.4521221591906448,0.6001922867679795
Portsmouth,1400,-1.07,50.809,1.0049160142499078,2.3601591216985622
Poznan (Posen),1400,16.967,52.417,0.6213327194384042,0.850123104690765
"Praha (Prag, Prague)",1400,14.467,50.083,0.765726713765246,1.746828297309791
Prato,1400,11.1,43.883,1.6013886039000516,1.592777316813048
Prenzlau,1400,13.867,53.317,0.8719629719592425,0.8425610774296837
Preston,1400,-2.705,53.76,0.6113826607454623,0.9316417585652218
Prizrend (Prizren),1400,20.74,42.215,0.643390345789725,0.8578867860121419
Provins,1400,3.3,48.55,1.1502812177403006,0.4657181246768868
Quedlinburg,1400,11.15,51.783,0.6303336423853625,0.9927807489710645
Ravenna,1400,12.201,44.418,1.089407737119124,0.8882357220866148
Reading,1400,-0.971,51.455,0.9666246144932988,2.3601591216985622
Regensburg,1400,12.1,49.017,0.9644443621713923,0.7744272118073406
Reggio nell Emilia,1400,10.6,44.717,1.1146297500580782,1.2673285509371353
Reims,1400,4.033,49.25,0.762664571817495,1.009564001239335
Rennes,1400,-1.683,48.083,0.4838979955371502,1.1692104069993534
Reus,1400,1.117,41.15,0.7282788176044527,0.7626166723073109
Rimini,1400,12.581,44.063,1.1848881735822825,2.5212555091171316
Roma,1400,12.483,41.9,0.9211973081666699,2.2760525740503126
Ronda (Runda),1400,-5.167,36.733,0.5579487878406463,0.7120404869034195
Rostock,1400,12.133,54.083,1.1792121234443795,0.520072543304111
Rouen,1400,1.083,49.433,0.7350337581335301,1.8632835171304436
"Salamanca (Shalamaka, Shalamantika)",1400,-5.65,40.967,0.40388070074109406,0.8268320607266343
Salerno,1400,14.783,40.683,0.18376827479824034,0.815186538744569
"Saloniki (Thesaloniki, Selanik)",1400,22.933,40.633,0.5124711852985744,0.9549328025293523
Saluzzo,1400,7.483,44.65,0.3614442783219446,1.0946790663141355
Salzburg,1400,13.033,47.8,0.6314922023753069,1.152906676224462
Santarem (Shantarim),1400,-8.683,39.233,0.8602750266074796,1.4419273581429908
Santiago (Shant Yacub),1400,-8.55,42.883,0.6780643556512361,1.7468282973097908
Sarajevo (Aquae Sulphurae),1400,18.383,43.85,0.33842112049551876,0.6055671430673942
Saumur,1400,-0.083,47.267,0.7013500142344603,1.1172534627716777
Savigliano,1400,7.667,44.633,0.5281432240967746,1.8632835171304436
Savona,1400,8.5,44.283,0.8425178951621831,1.781764863255987
Schwerin,1400,11.383,53.633,0.6127687778272126,0.531096298600265
Sedan,1400,4.95,49.7,0.7639087755641621,0.8734141486548955
"Sevilla(Seville, Ishbiliya)",1400,-5.987,37.377,0.261838320982301,0.5851874795987798
Shrewsbury,1400,-2.748,52.707,0.4693402809866692,0.9316417585652218
Siena,1400,11.35,43.317,1.3678618144904422,4.268613148335199
Soest,1400,8.117,51.583,0.5076316807432781,1.234425330098919
Sombor,1400,19.112,45.774,0.4904135589472537,0.7715158313118244
Spoleto,1400,12.733,42.733,0.7920019287566199,2.508963013691618
St Omer,1400,2.25,50.75,0.5003636176401955,0.6521492309956554
St-Etienne,1400,4.39,45.43,0.8912131915610826,1.6610749081691285
St-Germain,1400,2.083,48.9,1.2565030571858746,1.5484662395486122
St-Jean-d'Angely,1400,-0.517,45.95,0.6806973971555976,0.5240484891929372
Stockholm,1400,18.05,59.333,0.5558731391928289,0.503345339002599
Stoke-on-Trent,1400,-2.186,53.024,0.5076316807432781,1.0480969783858745
Stralsund,1400,13.1,54.3,0.736206918708231,0.425910179849126
Strasbourg (Strassburg),1400,7.75,48.583,0.6158859006960496,1.7494161910835833
Stuttgart,1400,9.183,48.767,0.6636844439669242,0.8772959893155841
Sunderland,1400,-1.384,54.911,0.5420623902360262,1.1063245882962007
Szekesfehervar (Stuhlweissenburg),1400,18.417,47.2,0.7068195423043323,0.5386053916705189
Talavera,1400,-4.833,39.95,0.722961403119904,0.7310799910963199
Taranto,1400,17.23,40.476,0.41383075943403586,0.4852300825860531
Tarbes,1400,0.083,43.233,0.5534821706801232,0.7209132655564218
Tarifa,1400,-5.606,36.013,0.6234083680862215,0.7120404869034195
Toledo,1400,-4.017,39.867,0.6385508412344285,0.7103768409059817
Torino,1400,7.667,45.05,0.6123055415553714,1.9098656050587046
Toulon,1400,5.933,43.117,0.4456065957805413,0.4497389679740446
Toulouse,1400,1.433,43.6,0.5941645389494378,1.882692720433886
Tournai (Doornik),1400,3.383,50.6,0.5510290921935909,0.17844411633388213
Tours,1400,0.683,47.383,0.749591472684011,1.2111342861347885
Treviso,1400,12.245,45.667,1.1841145204749715,0.7977182557714713
Trier,1400,6.633,49.75,0.4773627615973312,0.8035410167625037
"Tripolis (Tripolitsa, Tripolitza)",1400,22.35,37.52,0.6213327194384043,0.6249763463708364
Troyes,1400,4.083,48.3,0.930458928566378,1.3479691694240554
Turku (Abbo),1400,22.283,60.45,0.5175817394362201,0.3377201374798929
Ubeda,1400,-3.367,38.017,0.6292634553490644,0.49157042233184417
Udine,1400,13.242,46.062,1.070330609362387,1.152906676224462
Ulm,1400,10.05,48.567,0.6912955396345667,2.0010888605848827
Utrecht,1400,5.133,52.083,0.5447499199251864,0.320251854506795
Valencia (Balansiya),1400,-0.367,39.467,0.45258479238564336,0.4084890787555204
Valenciennes,1400,3.533,50.35,0.45672981504818383,0.18106013938782436
Valladolid,1400,-4.717,41.65,0.46934028098666924,0.8268320607266343
Veliko Turnovo (Tarnovo),1400,25.65,43.067,0.5779307655441498,0.951050961868664
Velletri,1400,12.783,41.683,1.0287195780941323,1.8984553461469844
Venezia,1400,12.327,45.439,0.8806109692437899,0.9840466074845156
Vercelli,1400,8.417,45.317,0.7668095944800356,2.2126491765924015
Verona,1400,11.0,45.45,0.7691136553791251,1.5531675799043354
Vicenza,1400,11.55,45.55,1.2601431681583937,0.4599981182915783
Vich,1400,2.25,41.933,0.8995786009273454,1.5094230947982146
"Vidin (Banonia, Bononia)",1400,22.867,43.983,0.7036057540807371,0.5364703793071401
Vigevano,1400,8.85,45.317,0.9039994721530652,1.2493057192982249
Villefranche-de-Rouergue,1400,2.05,44.35,0.6496740605020712,1.5555090076044331
Viterbo,1400,12.1,42.417,1.2131724139255342,3.8147906856401694
Wien (Vienna),1400,16.367,48.2,0.5658231978857708,1.6303730774891383
Wigan,1400,-2.626,53.544,0.6113826607454623,0.9316417585652218
Winchester,1400,-1.308,51.062,1.2012947549866335,2.825980000981173
Wolverhampton,1400,-2.125,52.584,0.6596241191950131,1.199488764152723
Woolwich,1400,0.08,51.48,1.099981099525298,2.0107934622366037
Worcester,1400,-2.212,52.197,0.6324559387060468,0.6521492309956554
Worms,1400,8.36,49.636,0.9411492241674551,2.3262397225565037
Wroclaw (Breslau),1400,17.033,51.1,0.783275216583081,1.7468282973097908
Wuerzburg,1400,9.949,49.797,0.8902252165152822,1.5372089016326165
York,1400,-1.093,53.956,0.5621813309479242,1.630373077489138
Zagreb,1400,16.0,45.8,0.7485454373437798,1.397462637847833
Zamora,1400,-5.75,41.5,0.4838979955371502,0.6113899040584271
"Zaragoza (Sarakusta, Saragossa)",1400,-0.883,41.633,0.49797264912748984,0.62348333073211
Zuerich,1400,8.55,47.367,0.9341880804796704,2.3447078735785665
lorient,1400,-3.37,47.75,0.680276736273876,1.4071672394995538
s Gravenhage,1400,4.3,52.083,0.30012972073890987,0.18179953760890782
Aachen,1500,6.1,50.767,-1.0267200720391865,3.9474494427930003
Aalst (Alost),1500,4.033,50.933,-1.992367238281184,0.8046848208936753
Abbeville,1500,1.833,50.1,-1.6933318929386643,2.6696202926996886
Aberdeen,1500,-2.124,57.15,-1.6177490489706374,4.267512911127567
Afragola,1500,14.3,40.917,-0.8532290254081066,2.317259510742269
Aix,1500,5.433,43.533,-0.6022461477949497,0.8712838860218785
Alcala-de-Henares,1500,-3.367,40.483,-2.1272457923002657,5.10483808921234
Alcala-la-Real,1500,-3.933,37.467,-1.0185812923097426,1.7908313109196043
Alcazar de San Juan,1500,-3.2,39.4,-1.3342549312455232,1.7168646694406782
Alcoy,1500,-0.467,38.7,-1.637603453825708,2.2353639058287262
Alencon,1500,0.083,48.433,-1.4409381856589178,6.486619624913902
Alessandria,1500,8.617,44.9,-1.8796263073302266,10.227424915730577
Alkmaar,1500,4.75,52.633,-1.0682073736362794,0.6001767346331465
Altona,1500,9.933,53.55,-1.9938489966282225,3.807569852928263
Amalfi,1500,14.6,40.633,-1.1060042538220591,2.21057168796408
Amiens,1500,2.3,49.9,-1.4909922385631895,2.6429483370051416
Amsterdam,1500,4.917,52.35,-1.4551797954488963,0.8922981541448551
Ancona,1500,13.5,43.633,-2.6056011118851683,32.72648963720953
Andria,1500,16.283,41.217,-0.4659612258413298,3.800753686472991
Angers,1500,-0.55,47.467,-1.5902935629247663,8.23020347146031
Ansbach,1500,10.583,49.3,-2.5701548511686667,4.231164851205486
"Antwerpen (Anvers, Antwerp)",1500,4.417,51.217,-1.4245388369037064,0.9437973741240595
Aquila (L'Aquila),1500,13.37,42.35,-2.157344838295668,16.66997230909206
Aracena,1500,-6.55,37.883,-1.0346717745677108,1.5444332440271198
Araiano Irpino,1500,15.08,41.15,-0.9033692216924246,4.6942642022403245
Arcos de la Frontera (rakush),1500,-5.8,36.75,-1.120521122482853,1.140543629223975
Arezzo,1500,11.883,43.417,-3.2717073831940646,10.093920808493259
Armagh,1500,-7.583,53.917,-1.1057088760678992,4.867631914254881
Arnhem,1500,5.917,51.983,-1.9511242099646575,3.942051546997675
Arpino,1500,13.6,41.65,-1.6054566590852102,11.415597037266243
Arras (Atrecht),1500,2.783,50.283,-0.9408707241240443,0.8678644045225774
Ascoli Piceno,1500,13.567,42.85,-2.349460996979707,20.083982637994115
Asti,1500,8.2,44.9,-1.7071142870320748,13.802737071928226
"Athens (Athen, Atina)",1500,23.733,37.983,-1.1622563959290273,6.429345109527716
Auch,1500,0.583,43.65,-1.0634729764070274,3.36066641751296
Augsburg,1500,10.883,48.367,-2.802997389773042,8.639365001161435
Augusta,1500,15.217,37.217,-0.5034627282729496,1.0478268308572154
Auxerre,1500,3.567,47.8,-1.663077138044215,3.528477472091153
Avellino,1500,14.78,40.82,-0.5538983023114271,3.6273859744584325
Aversa,1500,14.2,40.967,-0.9697193318684391,2.850698624633215
Avignon,1500,4.817,43.95,-0.4659612258413297,1.872052138150619
Avila,1500,-4.7,40.65,-2.386665426675048,1.5571341753102372
Badajoz (Batalyaws),1500,-6.967,38.883,-1.119160852514334,5.030741181771536
Baena (Bayyana),1500,-4.317,37.617,-0.6607825664596156,2.7891245097726602
Baeza (Bayyasa),1500,-3.467,37.983,-0.9504388313329325,1.2878744321081408
Bamberg,1500,10.867,49.867,-2.5629224180291823,13.390123922743783
Bar-le-duc,1500,5.167,48.783,-1.6051232502485486,5.583329392058568
Barbastro,1500,0.133,42.033,-1.338689488988564,8.801745379200609
Barcelona (Barshaluna),1500,2.183,41.383,-1.1540567215514217,5.334391138909459
Bari,1500,16.85,41.133,-0.7670842997388044,3.4584635883929664
Barmen,1500,7.217,51.283,-1.648530142103222,12.352079037208128
Basel,1500,7.6,47.567,-2.623820814880034,19.92395090382683
Bassano,1500,11.73,45.77,-2.3186388449650233,2.61824880806848
Bastia,1500,9.45,42.703,-2.5568617187136917,14.86087793491363
Bath,1500,-2.366,51.378,-1.0670362191585296,3.3073225061238647
Bayeux,1500,-0.7,49.267,-1.5008809722581222,6.609720958888737
Bayreuth,1500,11.583,49.95,-2.1963057474146046,6.713566428241314
Beauvais,1500,2.083,49.433,-2.0478975020911045,2.944583908678022
Bekescsaba (Tschabe),1500,21.1,46.683,-0.4659612258413297,2.210808772014698
"Belgrade (Singidunum, Belgrad, Belgrado)",1500,20.5,44.833,-0.3494709193809973,2.299715290996523
Benevento (Benevent),1500,14.75,41.133,-0.48575584133461724,2.560507746676541
Bergamo,1500,9.717,45.683,-2.2553156857993315,3.3481287839177676
Berlin,1500,13.4,52.517,-1.4007398306896988,8.583520287154311
Bern,1500,7.467,46.917,-2.1566965395011524,9.939748822167958
Besancon,1500,6.033,47.25,-2.1710928331696695,6.493595367172476
Beziers,1500,3.25,43.35,-0.3869724218126171,3.91188683520027
Bilbao,1500,-2.967,43.25,-1.6863144056462558,12.202419730255388
Bitonto,1500,16.683,41.1,-0.6505939932784721,2.4582652498474427
Blois,1500,1.333,47.583,-2.2421246692207233,14.721808211902836
Bologna,1500,11.333,44.483,-2.6675140174869383,15.055683943007795
Bonn,1500,7.1,50.733,-1.6226235807872837,12.352079037208128
Boulogne,1500,1.62,50.72,-1.0396541436460445,3.3824889267175893
Bourges,1500,2.4,47.083,-1.825129158709292,19.737247213965
Braga,1500,-8.433,41.55,-1.1476332650048429,3.015201086612157
Brandenburg,1500,12.55,52.417,-1.301956411167699,4.771316518691239
Brasov (Kronstadt),1500,25.583,45.633,-1.0457660894686949,4.027465309876642
Bratislava (Pressburg),1500,17.117,48.15,-1.494788852982447,2.8894618669092913
Braunschweig,1500,10.533,52.267,-1.0069254565458994,2.7827740441311013
Bremen,1500,8.8,53.083,-1.521614092287317,3.929668138996635
Brescia,1500,10.25,45.55,-2.6871332298596076,3.3291046032744114
Brest,1500,-4.483,48.4,-1.5057642406797376,4.5430254204998155
Bristol,1500,-2.569,51.477,-1.2886334793666518,7.391942006774538
Brno (Bruenn),1500,16.633,49.2,-1.156164276653352,3.369557069411142
Brugge (bruges),1500,3.233,51.217,-1.2024045670349441,0.7091027634836055
Bruxelles (brussels),1500,4.333,50.833,-1.2865648556327596,0.793464532936611
Buda,1500,19.033,47.5,-0.47837945794760317,4.3564194301093915
Bukarest (Buekresh),1500,26.1,44.433,-0.5116624026505553,1.4772520022401021
Burgos (Burghush),1500,-3.7,42.35,-1.8797734685608978,6.038022731994183
Cabra (Kabra),1500,-4.45,37.467,-0.8454153338967579,2.293788189731068
Caen,1500,-0.35,49.183,-1.410297227113728,8.001586708364188
Cagliari,1500,9.117,39.217,-0.8187683474352159,2.07233013335816
Cahors,1500,1.433,44.433,-0.9094811675150752,3.253978594734771
Calatafimi,1500,12.867,37.917,-0.5475556632645745,1.2829894585377108
Caltagirone,1500,14.517,37.233,-0.3869724218126172,1.447906166275425
Caltanisetta,1500,14.067,37.483,-0.5475556632645745,1.3807866294177176
Cambridge,1500,0.144,52.205,-2.0006026543044397,5.366397485742917
Carcassonne,1500,2.35,43.217,-1.1316154373838374,5.387735050298554
Carmagnole,1500,7.717,44.85,-1.2773982761205607,6.0812058983567825
Carmona (Karmuna),1500,-5.633,37.467,-0.7710502031018559,0.9563801256187674
Cartagena (Kartadjanna),1500,-0.983,37.6,-1.2748096026436637,2.540186256623552
Casale,1500,8.45,45.133,-1.7634073910758197,4.826353887584748
Catania,1500,15.1,37.5,-0.23298061292066485,1.4669575632001013
Catanzaro,1500,16.583,38.9,-0.9630004975677005,4.482666687063581
Cazorla,1500,-3.0,37.917,-0.9987866768164552,0.8687436997652547
Ccuneo,1500,7.533,44.383,-0.8544520295840539,7.254771948916866
Ceske Budejovice (Budweis),1500,14.467,48.983,-1.796337531015588,11.81948665206939
Chalon-sur-saone,1500,4.85,46.783,-1.859781186091051,3.4014266369846267
Chalons-sur-Marne,1500,4.367,48.95,-1.2303988569058373,2.444929272000169
Chambery,1500,5.9,45.6,-1.694943034147196,3.9314462693762717
Chartres,1500,1.5,48.45,-2.1189763078961286,6.545297927441907
Chatham,1500,0.535,51.361,-1.8441521647820909,6.433275713524807
Chemnitz (olim Karl-Marx-Stadt),1500,12.917,50.833,-2.0970350007773964,5.867830252800407
Chester,1500,-2.891,53.192,-1.037566415091089,7.468147594473242
Chieti,1500,14.167,42.35,-1.8015365565380415,20.484061973412324
Chioggia,1500,12.289,45.226,-2.721629094398646,5.285444377523211
Chivasso,1500,7.883,45.183,-1.7662723037230614,12.229091685949935
Ciudad-Real,1500,-3.933,38.983,-1.4830752555683724,0.6266851177278353
Clermont-Ferrand,1500,3.083,45.783,-1.7710086417788213,15.086324939728314
"Cluj (Klausenburg, Napora)",1500,23.6,46.767,-0.4176133803578072,2.8153731010911036
Coimbra Kulumriyya),1500,-8.417,40.2,-2.049225806949578,5.704281337662412
Colchester,1500,0.9,51.892,-1.6196469953173098,8.268306265309661
Colmar,1500,7.367,48.083,-2.2514715239916008,13.842745005470048
Como,1500,9.083,45.783,-2.2704143851256298,4.51162481038909
Cordoba (Kurtuba),1500,-4.767,37.883,-0.36926553487428465,2.705298363304083
Corleone,1500,13.3,37.817,-0.4310653568042421,2.207617255948684
Cosenza,1500,16.25,39.3,-1.1394335906272373,5.016105800954529
Coventry,1500,-1.508,52.403,-1.6164564394325776,11.095533568931675
Crema,1500,9.683,45.367,-2.0915321789373897,3.312656897262774
Cremona,1500,10.033,45.117,-2.315970077859743,2.0211989881140395
Cuenca (Kunka),1500,-2.133,40.067,-1.1691169398154575,4.677964673760323
Dbrecen (Debreczin),1500,21.633,47.533,-0.7446430155712201,3.4673542402911486
Dessau,1500,12.25,51.833,-1.444333452396994,4.59350348072759
Deventer,1500,6.2,52.25,-1.581858675090373,5.2200827573614
Dijon,1500,5.017,47.317,-1.6289662198341361,4.685373550342142
Dinan,1500,-2.033,48.45,-1.8038610814863503,8.353304805435144
Dordrecht,1500,4.667,51.8,-1.523322256425706,0.9304009479942082
Douai,1500,3.067,50.367,-1.7791812408538068,0.8446563391779712
Dover,1500,1.309,51.125,-1.585372598126841,5.809636894921393
Dresden,1500,13.75,51.05,-1.7050603833394709,4.618058614541618
Dublin,1500,-6.25,53.333,-0.8045858021704244,5.334391138909459
Duesseldorf,1500,6.767,51.217,-1.6791711006484118,12.885518151099072
Dundee,1500,-3.031,56.48,-1.6360252825338177,4.267512911127567
"Durres (Dyrrachium, Durazzo)",1500,19.433,41.317,-0.650593993278472,3.8763242276075403
Edinburgh,1500,-3.161,55.949,-1.2208705828064073,5.156578100945811
Eger (Erlau),1500,20.37,47.9,-1.1479978691371717,3.7650563720333183
Elblag (Elbing),1500,19.383,54.167,-1.3874744218119375,0.6861360602422292
Elvas,1500,-7.167,38.883,-0.8045858021704244,2.896984726207753
Emden,1500,7.217,53.367,-1.3922088190411892,4.739987554859548
Erfurt,1500,11.033,50.983,-1.0267200720391865,2.521134859698875
Evora,1500,-7.9,38.567,-1.8119902835370159,5.428768828290166
Evreux,1500,1.15,49.017,-2.085715821045801,3.504694978263515
Exeter,1500,-3.523,50.722,-1.2934253995191893,7.148084126138675
Faenza,1500,11.883,44.283,-2.727840325486057,3.283952792562928
Falaise,1500,-0.2,48.9,-1.3843906657977896,7.020058738804849
Ferrara,1500,11.583,44.833,-2.8417291924215737,13.873814111167441
Ferrol,1500,-8.233,43.483,-1.21060424141255,7.193807478757899
Firenze,1500,11.25,43.767,-2.9540435780208565,8.071886363016246
Flensburg,1500,9.433,54.783,-2.072837800656935,6.0302328274738715
Forli,1500,12.053,44.224,-2.709790147915531,13.792703336214563
Fossano,1500,7.717,44.55,-1.0874326425047187,7.788211062807811
Frankfurt a Main,1500,8.683,50.117,-2.037257808564525,8.735065489964239
Frankfurt a Oder,1500,14.55,52.35,-1.0948625330159967,4.504596961745765
Freiburg,1500,7.85,48.0,-2.7143544706289724,19.763919169659548
Gaeta,1500,13.583,41.2,-1.5172749951330133,7.118211535760782
Gallipoli,1500,17.976,40.056,-0.3494709193809973,1.8537009207710373
Gdansk (Danzig),1500,18.667,54.35,-1.1769350930588571,0.6683547564458644
"Geneve (Geneva, Genf)",1500,6.167,46.2,-1.4663454993525298,9.310290667776643
Genova,1500,8.95,44.417,-2.0398047192470776,19.60388743549226
"Gent (Gand, Ghent)",1500,3.717,51.05,-1.573757830464184,1.1024408353746213
Gerona (Djarunda),1500,2.817,41.983,-1.2731526614062865,5.734470474327669
Gibraltar,1500,-5.353,36.143,-0.6199530347332821,1.0427464583439678
Glasgow,1500,-4.245,55.862,-1.4138910126650557,3.200634683345676
Goslar,1500,10.433,51.9,-1.2174647852989797,2.4123302150401664
Gotha,1500,10.717,50.95,-1.3616297031126425,2.6081696624916084
Gouda,1500,4.7,52.017,-1.403117004709735,0.8992259348447372
Granada (Gharnata),1500,-3.6,37.183,-0.718736454255282,1.821313545999087
Graz,1500,15.45,47.067,-1.0137674088770814,5.147687449047628
Greenock,1500,-4.763,55.951,-1.7525155889941497,4.800952025018513
Greenwich,1500,0.009,51.479,-2.261765545139898,8.033593055197647
Grenoble,1500,5.717,45.167,-2.037872770493494,9.280655161449369
